License Address,Total Page Count,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/ec/,20000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/cl/,20000,,,
http://creativecommons.org/licenses/by-sa/3.0/pl/,20000,,,
http://creativecommons.org/licenses/by/3.0/th,20000,,,
http://creativecommons.org/licenses/by-nd/3.0/deed.ja,20000,,,
http://creativecommons.org/licenses/by-nc/4.0/deed.pt_BR,20000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/br/deed.pt_BR,20000,,,
http://creativecommons.org/licenses/by/2.5/pl/,20000,,,
http://creativecommons.org/licenses/by-nc-nd/2.5/pl/,20000,,,
http://creativecommons.org/licenses/by-sa/3.0/fr/,20000,,,
https://creativecommons.org/licenses/by-nc-nd/2.5/pe/,20000,,,
http://creativecommons.org/licenses/by/3.0/nz/,20000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/es/deed.ca,20000,,,
http://creativecommons.org/licenses/by/3.0/de/,20000,,,
http://creativecommons.org/licenses/by-nd/2.5/,20000,,,
http://creativecommons.org/licenses/by-nc-nd/2.0/be/deed.nl,20000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/my/,20000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/sg/deed.en_GB,20000,,,
https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_ES,20000,,,
https://creativecommons.org/licenses/by-nc-sa/3.0/deed.es_CO,20000,,,
http://creativecommons.org/licenses/by-sa/4.0/deed.pt_BR,20000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/ph/,20000,,,
https://creativecommons.org/licenses/by/3.0/deed.ar,20000,,,
https://creativecommons.org/licenses/by-nd/4.0/deed.pt_BR,20000,,,
https://creativecommons.org/licenses/by/3.0/deed.en_US,20000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/es/deed.es_CO,20000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/th,20000,,,
https://creativecommons.org/licenses/by-nc-nd/2.5/ar/,20000,,,
http://creativecommons.org/licenses/by-nc/3.0/deed.en,20000,,,
http://creativecommons.org/licenses/by-sa/3.0/ve/,20000,,,
https://creativecommons.org/licenses/by-nc-sa/3.0/es/,20000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/deed.ca,20000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/se/,20000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/pl/,20000,,,
http://creativecommons.org/licenses/by-sa/2.5/deed.fr,20000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/pe/,20000,,,
http://creativecommons.org/licenses/by-nc-sa/4.0/deed.pt_BR,20000,,,
https://creativecommons.org/licenses/by/3.0/deed.it,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/es/deed.ca,10000,,,
https://creativecommons.org/licenses/by-nd/4.0/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/mx/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/4.0/deed.es_ES,10000,,,
https://creativecommons.org/licenses/by-nc-sa/3.0/it/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/pl/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/rs/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/at/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/us/deed.en_US,10000,,,
http://creativecommons.org/licenses/by-nd/2.5/pe/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.5/tw/deed.zh_TW,10000,,,
https://creativecommons.org/licenses/by/2.0/pl/legalcode,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/no/,10000,,,
http://creativecommons.org/licenses/by/3.0/igo,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/deed.pt_BR,10000,,,
https://creativecommons.org/licenses/by/3.0/hr/,10000,,,
http://creativecommons.org/licenses/by/2.5/bg/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.5/au/,10000,,,
http://creativecommons.org/licenses/by/3.0/br/deed.pt_BR,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/deed.pt_PT,10000,,,
http://creativecommons.org/licenses/by-nc-sa/4.0,10000,,,
http://creativecommons.org/licenses/by-nc/2.5/ca/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/deed.sv,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/br/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/4.0/deed.ca,10000,,,
https://creativecommons.org/licenses/by/3.0/deed.fr,10000,,,
http://creativecommons.org/licenses/by-sa/4.0/deed.en_US,10000,,,
https://creativecommons.org/licenses/by-nc-sa/4.0/deed.sv,10000,,,
https://creativecommons.org/licenses/by-nc-nd/4.0/deed.it,10000,,,
https://creativecommons.org/licenses/sampling+/1.0/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.5/il/,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/br/deed.pt_BR,10000,,,
http://creativecommons.org/licenses/by-nc-nd/4.0/deed.zh_TW,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/fr/,10000,,,
http://creativecommons.org/licenses/by/2.5/hr/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/2.5/it/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/sg/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.0/de/,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/ca/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode.uk,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/pe/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/2.5/mx/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/3.0/tw/deed.zh_TW,10000,,,
https://creativecommons.org/licenses/by/2.0/uk/,10000,,,
http://www.creativecommons.org/licenses/by-nc/3.0,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/deed.en_GB,10000,,,
http://creativecommons.org/licenses/by-nc-nd/4.0/deed.pt,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/ar/,10000,,,
https://creativecommons.org/licenses/by-nc-sa/3.0/deed.ru,10000,,,
https://creativecommons.org/licenses/by-nc-nd/2.5/ca/,10000,,,
http://creativecommons.org/licenses/by-sa/3.0/es/deed.es_ES,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/vn/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/au/,10000,,,
https://creativecommons.org/licenses/by/3.0/deed.de,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/es/deed.es_CO,10000,,,
http://creativecommons.org/licenses/by/2.0/de/,10000,,,
http://creativecommons.org/licenses/by-nd/2.1/jp/deed.ja,10000,,,
https://creativecommons.org/licenses/by-nc-sa/4.0/deed.it,10000,,,
http://creativecommons.org/licenses/by/3.0/es/deed.es_ES,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/gt/,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/za/,10000,,,
https://creativecommons.org/licenses/by/4.0/deed.en,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/deed.pl,10000,,,
http://creativecommons.org/licenses/by-sa/3.0/deed,10000,,,
http://creativecommons.org/licenses/by/3.0/cl/,10000,,,
https://creativecommons.org/licenses/by-nc-sa/3.0/deed.it,10000,,,
https://creativecommons.org/licenses/by-nc-sa/2.5/se/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.5/es/deed.ca,10000,,,
http://creativecommons.org/licenses/by-sa/3.0/deed.ca,10000,,,
http://creativecommons.org/licenses/by-sa/4.0/deed.en,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/deed.th,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/th,10000,,,
http://creativecommons.org/licenses/by/2.0/kr/,10000,,,
https://creativecommons.org/licenses/by-nc/3.0/deed.ca,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CL,10000,,,
http://creativecommons.org/licenses/by-sa/3.0/deed.,10000,,,
http://creativecommons.org/licenses/by-sa/3.0/deed.pl,10000,,,
https://creativecommons.org/licenses/by-sa/3.0/gr/,10000,,,
http://creativecommons.org/licenses/by/3.0/au/deed.en_GB,10000,,,
http://creativecommons.org/licenses/by/2.5/mk/deed.mk,10000,,,
http://creativecommons.org/licenses/by-nd/2.5/in/,10000,,,
https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es_ES,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.0/at/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/4.0/deed.zh_TW,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.5/it/deed.it,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/deed.en,10000,,,
http://creativecommons.org/licenses/by-nc-nd/4.0/deed.pt_BR,10000,,,
http://www.creativecommons.org/licenses/by-nc/4.0/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/4.0/deed.es_CO,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/deed.pt,10000,,,
http://creativecommons.org/licenses/by/3.0/at/deed.en,10000,,,
https://creativecommons.org/licenses/by-sa/2.0/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/ro/,10000,,,
https://creativecommons.org/licenses/by/3.0/deed.nl,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/si/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/2.0/deed.it,10000,,,
http://creativecommons.org/licenses/by-nd/2.1/jp/,10000,,,
https://creativecommons.org/licenses/by-sa/3.0/it/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/th,10000,,,
https://creativecommons.org/licenses/by-nc-sa/2.5/ca/,10000,,,
http://creativecommons.org/licenses/by-sa/2.0/uk/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/3.0/fr/,10000,,,
http://creativecommons.org/licenses/by-nd/3.0/deed.sr_LATN,10000,,,
http://creativecommons.org/licenses/by-sa/2.0/kr/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/ro,10000,,,
http://creativecommons.org/licenses/by-nc/2.5/ar/deed.es_AR,10000,,,
https://creativecommons.org/licenses/by-nc-sa/3.0/gr/,10000,,,
https://creativecommons.org/licenses/by-sa/3.0/deed.es_ES,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/tw/deed.zh_TW,10000,,,
http://creativecommons.org/licenses/GPL/2.0/,10000,,,
https://creativecommons.org/licenses/by-sa/3.0/deed.es,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/deed.es,10000,,,
https://creativecommons.org/licenses/by-nc-sa/2.0/cl,10000,,,
https://creativecommons.org/licenses/by-nc-sa/2.0/cl/,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/nl/,10000,,,
http://creativecommons.org/licenses/by-nd/2.0/kr/,10000,,,
http://creativecommons.org/licenses/by-nc/3.0,10000,,,
https://creativecommons.org/licenses/by-nc-sa/4.0/deed.zh,10000,,,
http://creativecommons.org/licenses/by/3.0/deed.de,10000,,,
http://creativecommons.org/licenses/by-sa/3.0/deed.ko,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/cr/deed.es_ES,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/deed.fr,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/deed.et,10000,,,
https://creativecommons.org/licenses/by-nc-sa/3.0/tw/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/1.0/fi/,10000,,,
https://creativecommons.org/licenses/by/3.0/deed.zh_TW,10000,,,
https://creativecommons.org/licenses/by-nc/3.0/no/,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/deed.en,10000,,,
http://creativecommons.org/licenses/by-nd/2.0/,10000,,,
http://creativecommons.org/licenses/by/3.0/deed.pt,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/ee/,10000,,,
http://creativecommons.org/licenses/by-nc/2.5/pt/,10000,,,
http://creativecommons.org/licenses/by/2.5/ar/deed.es_AR,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/il/,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.0/jp/deed.ja,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/deed.en,10000,,,
http://creativecommons.org/licenses/by-nc/4.0/deed.ar,10000,,,
http://creativecommons.org/licenses/by/2.5/za/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/2.0/uk/deed.en_GB,10000,,,
http://creativecommons.org/licenses/by-nc-nd/4.0/deed.cs,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/pt/,10000,,,
http://creativecommons.org/licenses/by-nd/3.0/pt/deed.pt_PT,10000,,,
http://creativecommons.org/licenses/by-nd/2.5/ar/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/4.0/deed.tr,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/deed.es_AR,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/deed.el,10000,,,
http://creativecommons.org/licenses/by-sa/2.5/cn/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/es/deed.es,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/deed.it,10000,,,
http://creativecommons.org/licenses/by/2.5/ca/,10000,,,
http://creativecommons.org/licenses/by-nd/3.0/tw/,10000,,,
https://creativecommons.org/licenses/by-nc-nd/3.0/deed.en_US,10000,,,
http://creativecommons.org/licenses/by-nd/2.0/uk/,10000,,,
https://creativecommons.org/licenses/by-sa/3.0/deed.en_GB,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/it/deed.en_US,10000,,,
http://creativecommons.org/licenses/by-nc-sa/2.5/za/,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/deed.cs,10000,,,
https://creativecommons.org/licenses/by-nc-nd/3.0/cz/,10000,,,
http://creativecommons.org/licenses/by-sa/3.0/at/,10000,,,
https://creativecommons.org/licenses/by-nc/2.5/mx/,10000,,,
https://creativecommons.org/licenses/by/2.5/ar/,10000,,,
http://creativecommons.org/licenses/by-nc-nd/4.0,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/deed.nl,10000,,,
http://creativecommons.org/licenses/by-nc-nd/3.0/us/deed.en_US,10000,,,
https://creativecommons.org/licenses/by-nc/2.5/,10000,,,
http://creativecommons.org/licenses/by/2.5/my/,10000,,,
http://creativecommons.org/licenses/by/3.0/tw/,10000,,,
http://creativecommons.org/licenses/by/4.0/deed.ar,10000,,,
http://creativecommons.org/licenses/by-nc/3.0/deed.pt,10000,,,
http://creativecommons.org/licenses/by-nc-sa/3.0/cl/deed.es_ES,10000,,,
http://creativecommons.org/licenses/by/1.0/,10000,,,
