OTL_ID,TITLE,LICENSE,SUBJECT1,SUBJECT2,PUBLISHER,YEAR
284,The Process of Research Writing,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",Student Success,Steven D. Krause,2007
285,Think Java: How To Think Like a Computer Scientist - 2e,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Green Tea Press,2020
287,Think Stats: Probability and Statistics for Programmers - 2e,Attribution-NonCommercial,Computer Science,,Green Tea Press,2014
288,Think Bayes: Bayesian Statistics Made Simple,Attribution-NonCommercial,Computer Science,,Green Tea Press,2012
289,Think Complexity: Exploring Complexity Science with Python - 2e,Attribution-NonCommercial-ShareAlike,Computer Science,,Green Tea Press,2012
290,Think DSP: Digital Signal Processing in Python,Attribution-NonCommercial,Computer Science,,Green Tea Press,2012
291,Open Logic Project,Attribution,Humanities - Philosophy,Mathematics - Pure,Open Logic Text,2016
292,"Yoga Minds, Writing Bodies: Contemplative Writing Pedagogy",Attribution-NonCommercial-NoDerivs,Humanities,,WAC Clearinghouse,2015
293,Antiracist Writing Assessment Ecologies: Teaching and Assessing Writing for a Socially Just Future,Attribution-NonCommercial-NoDerivs,Education - Higher Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2015
294,Beyond Argument: Essaying as a Practice of (Ex)Change,Attribution-NonCommercial-NoDerivs,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2015
295,Beyond Dichotomy: Synergizing Writing Center and Classroom Pedagogies,Attribution-NonCommercial-NoDerivs,Education - Higher Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2015
296,The Centrality of Style,Attribution-NonCommercial-NoDerivs,Education - Higher Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2013
297,Chinese Rhetoric and Writing: An Introduction for Language Teachers,Attribution-NonCommercial-NoDerivs,Education,Humanities,WAC Clearinghouse,2012
298,Critical Expressivism: Theory and Practice in the Composition Classroom,Attribution-NonCommercial-NoDerivs,Education - Higher Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2014
299,Copy(write): Intellectual Property in the Writing Classroom,Attribution-NonCommercial-NoDerivs,Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2011
300,Design Discourse: Composing and Revising Programs in Professional and Technical Writing,Attribution-NonCommercial-NoDerivs,Education - Higher Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2010
301,Writing Programs Worldwide: Profiles of Academic Writing in Many Places,Attribution-NonCommercial-NoDerivs,Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2012
302,Writing in Knowledge Societies,Attribution-NonCommercial-NoDerivs,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2011
303,"ePortfolio Performance Support Systems: Constructing, Presenting, and Assessing Portfolios",Attribution-NonCommercial-NoDerivs,Education,Humanities,WAC Clearinghouse,2013
304,Foundational Practices of Online Writing Instruction,Attribution-NonCommercial-NoDerivs,Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2015
305,Genre in a Changing World,Attribution-NonCommercial-NoDerivs,Humanities,,WAC Clearinghouse,2009
306,"International Advances in Writing Research: Cultures, Places, Measures",Attribution-NonCommercial-NoDerivs,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2012
307,A Rhetoric of Literate Action: Literate Action Volume 1,Attribution-NonCommercial-NoDerivs,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2013
308,A Theory of Literate Action: Literate Action Volume 2,Attribution-NonCommercial-NoDerivs,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2013
309,Placing the History of College Writing: Stories from the Incomplete Archive,Attribution-NonCommercial-NoDerivs,Humanities,Humanities - History,WAC Clearinghouse,2015
310,WAC and Second-Language Writers: Research Towards Linguistically and Culturally Inclusive Programs and Practices,Attribution-NonCommercial-NoDerivs,Education - Curriculum & Instruction,Humanities,WAC Clearinghouse,2014
311,WAC Partnerships Between Secondary and Postsecondary Institutions,Attribution-NonCommercial-NoDerivs,Education,Education - Secondary Education,WAC Clearinghouse,2015
312,Working With Academic Literacies: Case Studies Towards Transformative Practice,Attribution-NonCommercial-NoDerivs,Education - Higher Education,"Humanities - Literature, Rhetoric, and Poetry",WAC Clearinghouse,2015
313,Squeak by Example,Attribution-ShareAlike,Computer Science,,University of Bern,2009
314,Pharo by Example 5.0,Attribution-ShareAlike,Computer Science,,Stéphane Ducasse,2016
315,Deep into Pharo,Attribution-ShareAlike,Computer Science,,Square Bracket Associates,2013
316,Introduction to Autonomous Robots,Attribution-NonCommercial,Computer Science,,Nikolaus Correll,2016
317,Creative Clinical Teaching In The Health Professions,Attribution-NonCommercial-ShareAlike,Medicine,,Athabasca University Press,2015
318,American Government - 3e,Attribution,Social Sciences - Political Science,Social Sciences - Political Science,OpenStax CNX,2019
319,Fundamentals of Business - 3rd Edition,Attribution-NonCommercial-ShareAlike,Business - Management,Business - Management,Virginia Tech Libraries,2018
320,Bankruptcy Law and Practice,Attribution-NonCommercial-ShareAlike,Law,,CALI's eLangdell® Press,2016
321,Sources of American Law: An Introduction to Legal Research - 4th Edition,Attribution-NonCommercial-ShareAlike,Law,,CALI's eLangdell® Press,2016
322,Law of Wills,Attribution-NonCommercial-ShareAlike,Law - Property Law,Law - Property Law,CALI's eLangdell® Press,2016
323,Basic Income Tax - 8th Edition,Attribution-NonCommercial-ShareAlike,Law,,CALI's eLangdell® Press,2016
324,What Color is Your C.F.R.?,Attribution-NonCommercial-ShareAlike,Law,,CALI's eLangdell® Press,2016
325,"Torts: Cases, Principles, and Institutions",Attribution-NonCommercial-ShareAlike,Law - Civil Law,Law - Civil Law,CALI's eLangdell® Press,2016
326,Elementary New Testament Greek,Attribution-NonCommercial,Humanities - Languages,Humanities - Religion,First Fruits Press,2014
327,Sales and Leases: A Problem-based Approach,Attribution-NonCommercial-ShareAlike,Law - Contract Law,Law - Contract Law,CALI's eLangdell® Press,2016
328,Signal Computing: Digital Signals in the Software Domain,Attribution-ShareAlike,Computer Science,,"Michael Stiber, Eric Larson",2016
330,The Story of Contract Law: Formation,Attribution-NonCommercial-ShareAlike,Law - Contract Law,Law - Contract Law,CALI's eLangdell® Press,2016
331,Torts: Cases and Contexts Volume 1,Attribution-ShareAlike,Law - Civil Law,Law - Civil Law,CALI's eLangdell® Press,2016
332,U.S. Federal Income Taxation of Individuals 2020,Attribution-NonCommercial-ShareAlike,Law,,CALI's eLangdell® Press,2017
333,Choosing & Using Sources: A Guide to Academic Research,Attribution,Education,Student Success,Ohio State University Libraries,2016
334,Chemistry: Atoms First - 2e,Attribution,Natural Sciences - Chemistry,Natural Sciences - Chemistry,OpenStax,2019
335,World Regional Geography,Attribution-NonCommercial-ShareAlike,Social Sciences - Geography,Natural Sciences - Earth Sciences,Caitlin Finlayson,2016
336,Python for Everybody: Exploring Data Using Python 3,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Charles Severance,2016
337,Fundamentals of Electrical Engineering I,Attribution,Engineering - Electrical Engineering,Engineering - Electrical Engineering,OpenStax CNX,2014
338,A First Course in Electrical and Computer Engineering,Attribution,Engineering - Electrical Engineering,Engineering - Electrical Engineering,OpenStax CNX,2009
339,Applied Combinatorics,Attribution-ShareAlike,Mathematics - Applied,Mathematics - Applied,"Mitchel T. Keller, William T. Trotter",2017
340,"First Amendment: Cases, Controversies, and Contexts - Second Edition",Attribution-NonCommercial-ShareAlike,Law,Social Sciences - Political Science,CALI's eLangdell® Press,2016
341,Property Volume 1,Attribution-ShareAlike,Law - Property Law,Law - Property Law,CALI's eLangdell® Press,2012
342,Property Volume 2,Attribution-ShareAlike,Law - Property Law,Law - Property Law,CALI's eLangdell® Press,2012
343,The Law of Trusts,Attribution-ShareAlike,Law - Contract Law,Law - Contract Law,CALI's eLangdell® Press,2013
344,Graphic Design and Print Production Fundamentals,Attribution,Computer Science,Humanities - Arts,BCcampus,2015
346,"Writing as Material Practice: Substance, surface and medium",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Ubiquity Press,2013
348,Anatomy and Physiology of Animals,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,WikiBooks,2015
349,General Biology,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,WikiBooks,2015
350,Biofundamentals 2.0,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,"Michael Klymkowsky, Melanie Cooper",2015
351,Concept Development Studies in Chemistry,Attribution,Natural Sciences - Chemistry,,OpenStax CNX,2013
352,"Computer Networking : Principles, Protocols and Practice",Attribution,Computer Science,,Saylor Foundation,2011
353,An Introduction to Computer Networks - Second Edition,Attribution-NonCommercial-NoDerivs,Computer Science,,Peter L Dordal,2014
354,Database Design - 2nd Edition,Attribution,Computer Science - Databases,Computer Science - Databases,BCcampus,2014
355,Teaching Crowds: Learning and Social Media,Attribution-NonCommercial-NoDerivs,Education,Education - Curriculum & Instruction,Athabasca University Press,2014
356,"Education for a Digital World: Advice, Guidelines and Effective Practice from Around Globe",Attribution-ShareAlike,Education,Education - Curriculum & Instruction,BCcampus,2008
357,Reading With My Eyes Open: Embracing the critical and the personal in language pedagogy,Attribution,Education,Humanities - Linguistics,Ubiquity Press,2013
358,Conventions 101: A Functional Approach to Teaching (And Assessing!) Grammar and Punctuation,Attribution-NonCommercial,Education,Humanities,Open Oregon Educational Resources,2016
359,About Writing: A Guide,Attribution,"Humanities - Literature, Rhetoric, and Poetry",Student Success,Open Oregon Educational Resources,2016
360,Writing for Strategic Communication Industries,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Journalism, Media Studies & Communications - Organizational Communication",Ohio State University Libraries,2016
362,"The Ideologies of Lived Space in Literary Texts, Ancient and Modern",Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Academia Press,2013
363,"The Emergence of Irish Gothic Fiction - Histories, Origins, Theories?",Attribution-NonCommercial,Humanities,,Edinburgh University Press,2014
367,Clinical Procedures for Safer Patient Care,Attribution,Medicine - Nursing,Medicine - Nursing,BCcampus,2015
368,History in the Making: A History of the People of the United States of America to 1877 - 1,Attribution-ShareAlike,Humanities - History,Humanities - History,The University Press of North Georgia,2013
369,Organic Chemistry Laboratory Techniques,Attribution-NonCommercial-NoDerivs,Natural Sciences - Chemistry,Natural Sciences - Chemistry,Lisa Nichols,2016
370,Calculus Volume 2,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,OpenStax,2016
371,Calculus Volume 3,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,OpenStax,2016
374,"Introduction to Art: Design, Context, and Meaning",Attribution-ShareAlike,Humanities - Arts,Humanities - Arts,University of North Georgia Press,2016
375,"World History: Cultures, States, and Societies to 1500",Attribution-ShareAlike,Humanities - History,Humanities - History,University of North Georgia Press,2016
378,University Physics Volume 1,Attribution,Natural Sciences - Physics,Natural Sciences - Physics,OpenStax,2016
379,University Physics Volume 2,Attribution,Natural Sciences - Physics,Natural Sciences - Physics,OpenStax,2016
380,University Physics Volume 3,Attribution,Natural Sciences - Physics,Natural Sciences - Physics,OpenStax,2016
381,Field Trials of Health Interventions: A Toolbox,Attribution-NonCommercial,Medicine,,Oxford University Press,2015
382,Veterinary Epidemiology: Principles and Methods,Attribution-NonCommercial-NoDerivs,Medicine - Veterinary Medicine,Medicine - Veterinary Medicine,Virginia Tech Libraries,1987
383,Accounting Principles: A Business Perspective,Attribution,Business - Accounting,Business,BCcampus,2011
384,Principles of Business Statistics,Attribution,Mathematics,,OpenStax CNX,2013
385,Introductory Business Statistics,Attribution,Mathematics,Mathematics - Applied,BCcampus,2010
388,Introducing Marketing,Attribution,Business - Marketing,Business - Marketing,BCcampus,2011
389,Media Studies 101,Attribution,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",BCcampus,2013
390,Astronomy 2e - 2e,Attribution,Natural Sciences,,OpenStax CNX,2022
391,Information Literacy: Research and Collaboration across Disciplines,Attribution-NonCommercial-NoDerivs,Education - Higher Education,Education - Higher Education,WAC Clearinghouse,2016
392,Immigrant and Refugee Families - 2nd Ed.,Attribution-NonCommercial,Social Sciences,Social Sciences - Sociology,University of Minnesota Libraries Publishing,2016
393,Together: The Science of Social Psychology,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,Social Sciences - Psychology,Noba,2016
394,Discrete Mathematics: An Open Introduction - 3rd Edition,Attribution-ShareAlike,Mathematics - Pure,Mathematics - Pure,Oscar Levin,2016
395,Proofs and Concepts: The Fundamentals of Abstract Mathematics,Attribution-NonCommercial-ShareAlike,Mathematics - Pure,Mathematics - Pure,"Dave Witte Morris, Joy Morris",2013
396,Applied Finite Mathematics,Attribution,Mathematics - Applied,Mathematics - Applied,OpenStax CNX,2011
397,Modern Philosophy,Attribution-NonCommercial-ShareAlike,Humanities - Philosophy,Humanities - Philosophy,BCcampus,2013
399,Linear Regression Using R: An Introduction to Data Modeling,Attribution-NonCommercial,Mathematics - Pure,Mathematics - Pure,University of Minnesota Libraries Publishing,2016
402,Calculus-Based Physics I,Attribution-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,Jeffrey W. Schnick,2008
403,Calculus-Based Physics II,Attribution-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,Jeffrey W. Schnick,2008
404,Microbiology,Attribution,Natural Sciences - Biology,Natural Sciences - Biology,OpenStax CNX,2016
405,Animals & Ethics 101: Thinking Critically About Animal Rights,Attribution-ShareAlike,Humanities - Philosophy,Humanities - Philosophy,Open Philosophy Press,2016
407,Understanding Music: Past and Present,Attribution-ShareAlike,Humanities - Arts,Humanities - Arts,University of North Georgia Press,2015
408,Writing the Nation: A Concise Introduction to American Literature 1865 to Present,Attribution-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",University of North Georgia Press,2015
409,World Literature I: Beginnings to 1650,Attribution-ShareAlike,Humanities,"Humanities - Literature, Rhetoric, and Poetry",University of North Georgia Press,2015
410,Compact Anthology of World Literature,Attribution-ShareAlike,Humanities,"Humanities - Literature, Rhetoric, and Poetry",University of North Georgia Press,2016
411,Exploring Public Speaking - 4th Edition,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Journalism, Media Studies & Communications",University System of Georgia,2016
412,Technical Writing,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Oregon Educational Resources,2016
413,How to Learn Like A Pro,Attribution,Student Success,Education,Open Oregon Educational Resources,2016
414,Supporting Individuals with Intellectual Disabilities & Mental Illness,Attribution,Social Sciences,Medicine,BCcampus,2015
415,Calculus: Early Transcendentals,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,Lyryx,2017
417,Intermediate Financial Accounting Volume 1,Attribution,Business - Accounting,Business - Finance,Lyryx,2016
418,"Applied Developmental Systems Science: Everything You Always Wanted to Know About Theories, Meta-Theories, Methods, and Interventions but Didn't Realize You Needed to Ask. An Advanced Textbook",Attribution-NonCommercial,Social Sciences - Sociology,Social Sciences - Sociology,Portland State University Library,2015
419,Introduction to Programming Using Java - Eighth Edition,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,David J. Eck,2015
420,Introduction to Computer Graphics,Attribution-NonCommercial-ShareAlike,Computer Science,,David J. Eck,2016
421,Project Management for Instructional Designers,Attribution-NonCommercial-ShareAlike,Education - Curriculum & Instruction,Education - Curriculum & Instruction,David Wiley,2012
422,Korean Through Folktales,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,Portland State University Library,2017
423,"Tajik Persian: Readings in History, Culture and Society",Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,University of Kansas Libraries,2016
424,Torts: Cases and Contexts Volume 2,Attribution-NonCommercial-ShareAlike,Law - Civil Law,Law - Civil Law,CALI's eLangdell® Press,2016
425,Wetlands Law: A Course Source,Attribution-NonCommercial-ShareAlike,Law - Administrative Law,Law - Administrative Law,CALI's eLangdell® Press,2015
426,Português para principiantes,Attribution-NonCommercial-ShareAlike,Humanities - Languages,Humanities - Languages,A.T. Still University,2016
427,Introduction to Psychology - 1st Canadian Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,Social Sciences - Psychology,BCcampus,2010
428,Nature of Geographic Information Systems,Attribution-NonCommercial-ShareAlike,Computer Science - Information Systems,Computer Science - Information Systems,BCcampus,2014
429,Canadian History: Pre-Confederation,Attribution,Humanities - History,Humanities - History,BCcampus,2015
430,Mastering Strategic Management - 1st Canadian Edition,Attribution-NonCommercial-ShareAlike,Business - Management,Business - Management,BCcampus,2014
431,Research Methods in Psychology - 2nd Canadian Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,Social Sciences - Psychology,BCcampus,2015
432,Introductory Business Statistics with Interactive Spreadsheets - 1st Canadian Edition,Attribution,Business,Mathematics,BCcampus,2010
433,Ethics in Law Enforcement,Attribution,Law,,BCcampus,2015
434,Euclidean plane and its relatives,Attribution-ShareAlike,Mathematics,Mathematics - Pure,Anton Petrunin,2017
435,"PDX Journeys: Studying and Living in the US, Low-Intermediate Novel and Textbook for University ESL Students",Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Portland State University Library,2016
436,Introduction to Sociology - 2nd Canadian Edition,Attribution,Social Sciences - Sociology,Social Sciences - Sociology,BCcampus,2016
437,British Columbia in a Global Context,Attribution,Social Sciences - Geography,Social Sciences - Geography,BCcampus,2014
438,Introduction to Tourism and Hospitality in BC,Attribution,Social Sciences,,BCcampus,2015
439,Health and Safety in Canadian Workplaces,Attribution-NonCommercial-ShareAlike,Business - Human Resources,Business - Human Resources,Athabasca University Press,2016
440,Java with BlueJ,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Ron McFadyen,2016
441,Java with BlueJ Part 2,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Ron McFadyen,2016
442,Relational Databases and Microsoft Access,Attribution-NonCommercial-ShareAlike,Computer Science - Databases,Computer Science - Databases,Ron McFadyen,2016
443,Elementary Algebra,Attribution,Mathematics,Mathematics - Pure,OpenStax,2017
444,My Math GPS: Elementary Algebra Guided Problem Solving - 2016 Edition,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,CUNY Academic Works,2016
445,Human Anatomy and Physiology Preparatory Course,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,CUNY Academic Works,2015
446,"Music: Its Language, History, and Culture",Attribution-NonCommercial-ShareAlike,Humanities - Arts,Humanities - Arts,CUNY Academic Works,2015
447,Statistical Inference For Everyone,Attribution-ShareAlike,Mathematics,Mathematics - Applied,Brian Blais,2017
448,International Relations,Attribution-NonCommercial,Social Sciences,Social Sciences - Political Science,E-International Relations,2016
449,Intellectual Property: Law & the Information Society—Cases and Materials,Attribution-NonCommercial-ShareAlike,Law,Law - Civil Law,"James Boyle, Jennifer Jenkins",2016
450,A Different Road To College: A Guide For Transitioning Non-Traditional Students,Attribution,Student Success,,Open Oregon Educational Resources,2016
451,Open Research,Attribution-ShareAlike,Education - Higher Education,Education - Higher Education,OER Hub,2016
452,A Concise Introduction to Logic,Attribution-NonCommercial-ShareAlike,Humanities - Philosophy,Humanities - Philosophy,Open SUNY,2017
453,Eloquent JavaScript: A Modern Introduction to Programming,Attribution-NonCommercial,Computer Science - Programming Languages,Computer Science - Programming Languages,No Starch Press,2014
454,Web Literacy for Student Fact-Checkers,Attribution,Student Success,,Mike Caulfield,2017
455,A Guide to Technical Communications: Strategies & Applications,Attribution-NonCommercial,"Journalism, Media Studies & Communications - Technical Writing","Journalism, Media Studies & Communications - Technical Writing",Ohio State University Libraries,2016
456,Project Management,Attribution,Business - Management,Business - Management,BCcampus,2014
457,Introduction to Logic and Critical Thinking,Attribution,Humanities - Philosophy,Humanities - Philosophy,Matthew J. Van Cleave,2016
458,The Economics of Food and Agricultural Markets - 2nd Edition,Attribution-NonCommercial,Social Sciences - Economics,,New Prairie Press,2016
460,Forest Measurements: An Applied Approach,Attribution,Natural Sciences,,Open Oregon Educational Resources,2016
461,"Introduction to Women, Gender, Sexuality Studies",Attribution,Social Sciences,Social Sciences - Gender & Sexuality Studies,UMass Amherst,2017
462,Yet Another Calculus Text,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,Dan Sloughter,2007
463,A Primer of Real Analysis,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Applied,Dan Sloughter,2009
464,Perspectives: An Open Invitation to Cultural Anthropology,Attribution-NonCommercial,Social Sciences,Social Sciences - Cultural & Ethnic Studies,American Anthropological Association,2017
465,"Global Women's Issues: Women in the World Today, extended version",Attribution,Social Sciences,Social Sciences - Political Science,BCcampus,2012
466,Greek and Latin Roots: Part I - Latin,Attribution,Humanities - Languages,Humanities - Languages,BCcampus,2016
467,The History of Our Tribe: Hominini,Attribution-NonCommercial-ShareAlike,Humanities - History,Social Sciences - Anthropology,Open SUNY,2017
468,Exploring Movie Construction & Production: What’s so exciting about movies?,Attribution-NonCommercial-ShareAlike,Humanities - Arts,Humanities - Arts,Open SUNY,2017
469,Introduction to Permaculture,Attribution-NonCommercial,Natural Sciences,,Oregon State University,2017
470,Microbiology,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Oregon State University,2017
471,The Word on College Reading and Writing,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry",Student Success,Open Oregon Educational Resources,2017
472,Organic Chemistry with a Biological Emphasis Volume I,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,Natural Sciences - Chemistry,University of Minnesota Morris,2016
473,Organic Chemistry with a Biological Emphasis Volume II,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,Natural Sciences - Chemistry,University of Minnesota Morris,2016
474,Intermediate Financial Accounting Volume 2,Attribution,Business,Business - Accounting,Lyryx,2017
475,Ethics for A-Level,Attribution,Humanities,Humanities - Philosophy,Open Book Publishers,2017
476,Advanced Problems in Mathematics: Preparing for University,Attribution,Mathematics - Pure,Mathematics - Pure,Open Book Publishers,2016
477,"Ovid, Metamorphoses, 3.511-733. Latin Text with Commentary",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Book Publishers,2016
478,"Ovid, Amores (Book 1)",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Book Publishers,2016
479,"Cornelius Nepos, 'Life of Hannibal': Latin Text, Notes, Maps, Illustrations and Vocabulary",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Book Publishers,2015
480,"Cicero, On Pompey’s Command (De Imperio), 27-49. Latin Text, Study Aids with Vocabulary, Commentary, and Translation",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Book Publishers,2014
481,"Tacitus, Annals, 15.20­-23, 33­-45. Latin Text, Study Aids with Vocabulary, and Commentary",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Book Publishers,2013
482,"Virgil, Aeneid, 4.1-299. Latin Text, Study Questions, Commentary and Interpretative Essays",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Book Publishers,2012
483,"Cicero, Against Verres, 2.1.53-86. Latin Text with Introduction, Study Questions, Commentary and English Translation",Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Book Publishers,2011
484,Leyendas y arquetipos del Romanticismo español - Segunda edición,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Portland State University Library,2017
485,Chemistry of Cooking,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,Natural Sciences - Chemistry,Sorangel Rodriguez-Velazquez,2016
486,Analytical Chemistry 2.1,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,Natural Sciences - Chemistry,David T. Harvey,2016
487,Active Calculus Multivariable,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,Grand Valley State University,2017
488,Trigonometry,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Pure,Grand Valley State University,2016
489,"Introduction to Linear, Time-Invariant, Dynamic Systems for Students of Engineering",Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,A.T. Still University,2016
490,Variational Principles in Classical Mechanics - Revised Second Edition,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,University of Rochester River Campus Libraries,2018
491,Fundamental Methods of Logic,Attribution,Humanities - Philosophy,Humanities - Philosophy,A.T. Still University,2017
492,Greek and Latin Roots: Part II - Greek,Attribution,Humanities - Languages,Humanities - Languages,BCcampus,2016
493,Entrepreneurship and Innovation Toolkit,Attribution-ShareAlike,Business - Management,Business - Management,OPENPRESS.USASK.CA,2017
494,Combinatorics - Version 2.1,Attribution-NonCommercial-ShareAlike,Computer Science,,Joy Morris,2022
495,Business Plan Development Guide,Attribution-ShareAlike,Business - Management,Business - Management,OPENPRESS.USASK.CA,2017
496,Financial Strategy for Public Managers,Attribution,Business,Business - Management,Rebus Community,2016
497,Introduction to MIPS Assembly Language Programming,Attribution,Computer Science - Programming Languages,Computer Science - Programming Languages,Charles W. Kann III,2016
498,"Introduction to Criminal Investigation: Processes, Practices and Thinking",Attribution-NonCommercial,Law,Law - Criminal Law,BCcampus,2017
499,Laboratory Exercises in Microbiology: Discovering the Unseen World Through Hands-On Investigation,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,CUNY Academic Works,2016
500,Histoires d'Avenirs: Science-fiction pour le cours de français niveaux intermédiaire et avancé,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Portland State University Library,2017
501,Beginning Japanese for Professionals: Book 2,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Portland State University Library,2017
502,Communication Beginnings: An Introductory Listening and Speaking Text for English Language Learners,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,Portland State University Library,2017
503,In the Community: An Intermediate Integrated Skills Textbook,Attribution-ShareAlike,Humanities - Languages,Humanities - Languages,NorQuest College,2016
505,Health Case Studies,Attribution-ShareAlike,Medicine,,BCcampus,2017
506,Laboratory Manual for Introductory Geology,Attribution-ShareAlike,Natural Sciences - Earth Sciences,,University of North Georgia Press,2015
507,Media Innovation and Entrepreneurship,Attribution,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",Rebus Community,2017
508,Elementary College Geometry - 2021 ed.,Attribution-NonCommercial-ShareAlike,Mathematics - Geometry and Trigonometry,Mathematics - Geometry and Trigonometry,CUNY Academic Works,2021
509,Introductory Business Statistics,Attribution,Business,Mathematics,OpenStax,2017
