,location,dates,license,description,tags,views,comments
1269,"Derbyshire,  UK",2020-03-01 13:50:00,1.0, Rain/wind/frost my daffs still standing proud.                              ,"['Standing', 'proud', 'weather', 'daffs', 'bloom', 'FLOWERS', 'MY-GARDEN']",2316.0,4.0
1270,,2020-03-05 19:08:07,1.0,,[],6.0,0.0
1271,,2020-03-05 16:47:41,1.0,,[],40.0,0.0
1272,"Westhouse, France",2020-03-04 09:24:14,1.0,,"['paris', 'St Vincent de Paul', 'ville']",26.0,0.0
1273,,2020-03-04 20:10:29,1.0,                               ,[],18.0,0.0
1274,,2020-03-05 10:14:32,1.0,"Symposium on the Future Networked Car 2020 (FNC-2020)

(Geneva, Switzerland, 5 March 2020)


©ITU/D. Woldu ","['Future', 'Networked', 'Car', '2020', 'FNC-2020', 'Symposium', 'TSB', 'ITU-T', 'ITU']",426.0,0.0
1275,"Palo Alto, California, USA",2020-03-01 14:47:20,1.0,,[],483.0,0.0
1276,"Goshen, USA",2020-02-29 14:02:22,1.0,,[],25.0,0.0
1277,,2020-03-04 11:34:05,1.0,,[],130.0,0.0
1278,Brasilia,2020-03-04 11:47:41,1.0,"Brasília, 04 de março de 2020.
Seminário Agro em Questão: As ameaças do comércio ilegal no Agro, na sede da CNA. Foto: Daniel Fagundes",[],298.0,0.0
1279,,2020-02-04 09:12:14,1.0,"4 Febrero 2020, Palencia (Spain)
El mes de febrero ha estado marcado por la visita de profesores y alumnos dentro del marco del proyecto BioEcon. Más de 50 estudiantes y profesores de universidades de las entidades participantes del proyecto trabajarán en el segundo Intensive Learning Period del proyecto, donde alumnos podrán aprender sobre bioeconomía forestal desde un punto de vista internacional.

La visita se enmarca dentro del proyecto BioEcoN (<a href=""http://bioecon.eu"" rel=""noreferrer nofollow"">bioecon.eu</a>), en la que participan 6 universidades de Europa y Asia: Universidad de Valladolid (España), XAMK (Finlandia), HNEE (Alemania), TUAF (Vietnam), VNU-HUS (Vietnam) y VNUF (Vietnam). El proyecto BioEcoN establece una red de excelencia de universidades para el aprendizaje entre ellas y el desarrollo conjunto de capacidades académicas. Tres socios europeos y tres vietnamitas en el campo de los bosques sostenibles y la bioeconomía fusionan diferentes perspectivas y conectan a una variedad de partes interesadas para abordar el desafío de que la bioeconomía no es por sí misma sostenible.

Photo by Irene Ruano / iuFOR

More information on iuFOR, please visit <a href=""http://sostenible.palencia.uva.es"" rel=""noreferrer nofollow"">sostenible.palencia.uva.es</a>
If you use one of our photos, please credit it accordingly and let us know.
You can reach us through our Flickr account or at: instituto@forest.uva.es.",[],59.0,0.0
1280,"臺中市, 台灣",2020-03-04 09:47:40,1.0,,[],391.0,0.0
1281,"Ypsilanti, Michigan, USA",2020-03-03 13:33:12,1.0,"Busy day at work - just a few minutes to see my squirrel friends.  I did see a squirrel over at Law Quad who had another case of a semi-swollen eye.  I have that little one a medicated nut that might help.  I also got one of my manage squirrels a dose when I am not sure he had one before.  He is also at Law and very skittish.  Taken in Ann Arbor at the University of Michigan on a mild late Winter's day - Tuesday March 3rd, 2020.  ","['Go Blue Squirrels', 'Squirrels', 'Fox Squirrels', 'Eastern Fox Squirrels', 'Michigan Fox Squirrels', 'University of Michigan Fox Squirrels', 'Ann Arbor', 'Michigan', 'Animal', 'Campus', 'University of Michigan', 'UMSquirrels03032020', 'Winter', 'Eating', 'Peanuts', 'March_UMSquirrel', 'UMSquirrel', 'Squirrel Health', 'Squirrel Eye Health', 'Eye Health', 'Mange', 'Squirrel Mange', 'Squirrel Treatment']",38.0,0.0
1282,,2020-03-03 13:22:04,1.0,,"['höltingmühle', 'meppen', 'Dortmund-Ems-Kanal', 'hase', 'bw', 'sw', 'wolken', 'clouds', 'mühle', 'emsland']",595.0,0.0
1283,"Whistler, Canada",2020-03-03 19:22:18,1.0,,[],163.0,0.0
1284,"新竹縣, 台灣",2020-03-03 12:47:36,1.0,                               ,[],3.0,0.0
1285,"Whistler, Canada",2020-03-02 15:52:28,1.0,,[],231.0,0.0
1286,"Campo Grande, Brasil",2020-03-01 09:04:24,1.0,,[],9.0,0.0
1287,Russia,2020-03-02 14:14:06,1.0,2 марта 2020 года,['Совет Федерации'],72.0,0.0
1288,,2020-03-01 10:14:52,1.0,,[],17.0,0.0
1289,,2019-12-24 13:10:39,1.0,default,[],75.0,0.0
1290,,2018-11-02 00:35:29,1.0,,"['bumpers', '2018', 'scholarship', 'luncheon', 'lunch', 'scholar', 'students']",13.0,0.0
1291,,2020-03-02 14:38:57,1.0,,[],7.0,0.0
1292,,2020-02-28 11:11:25,1.0,con Coco Dávez,"['Coco Dávez', 'CreativeMornings/Madrid', 'Design', 'Valeria Palmeiro', 'artista', 'breakfast', 'charla', 'cmmad', 'comunidad', 'creative mornings', 'creative people', 'creatividad', 'desayuno', 'desayunos creativos', 'diseño', 'fotografía', 'illustration', 'ilustración', 'inspiración', 'madrid', 'mañana', 'morning people', 'networking', 'pintora', 'pintura', 'soulsight', 'viernes']",81.0,0.0
1293,"Petaluma, USA",2020-02-29 20:08:57,1.0,"The 2020 California State High School Wrestling Championships for Boys and Girls. Bakersfield, CA, USA. Photos by John Sachs and Chris Mora for <a href=""http://www.tech-fall.com"" rel=""noreferrer nofollow"">www.tech-fall.com</a>",[],1492.0,0.0
1294,,2020-03-01 12:23:33,1.0,"<a href=""http://www.oxonraces.com/photos/download.php?myidlc=2020-03-01-henley-on-thames&amp;frameid=2824"" rel=""noreferrer nofollow"">Click here if you wish to download a hi-res version of this photo</a>. If you put a photo somewhere public, please add the credit <em>Photo by Barry Cornelius</em>.  <a href=""http://www.oxonraces.com/photos/2020-03-01-henley-on-thames/"" rel=""noreferrer nofollow"">Click here for more photos of the 2020 Oxfordshire XC Round 5 - Henley on Thames</a>.","['2020', 'Oxfordshire XC Round 5 - Henley on Thames', 'Henley on Thames', 'Women lap 2 and Men lap 3', 'Barry Cornelius', 'oxonraces']",66.0,0.0
1295,,2020-03-01 13:27:33,1.0,,"['feminismo', 'galiza', 'verín', 'galegas 8m', '8 de marzo', 'verin non se pecha']",743.0,0.0
1296,,2020-02-29 17:56:12,1.0,,[],0.0,0.0
1297,,2020-03-01 11:55:38,1.0,"<a href=""http://www.oxonraces.com/photos/download.php?myidlc=2020-03-01-henley-on-thames&amp;frameid=1683"" rel=""noreferrer nofollow"">Click here if you wish to download a hi-res version of this photo</a>. If you put a photo somewhere public, please add the credit <em>Photo by Barry Cornelius</em>.  <a href=""http://www.oxonraces.com/photos/2020-03-01-henley-on-thames/"" rel=""noreferrer nofollow"">Click here for more photos of the 2020 Oxfordshire XC Round 5 - Henley on Thames</a>.","['2020', 'Oxfordshire XC Round 5 - Henley on Thames', 'Henley on Thames', 'Men lap 2 or lap 3', 'Barry Cornelius', 'oxonraces']",129.0,0.0
1298,,2020-02-20 11:40:03,1.0,,[],11.0,0.0
1299,Denmark,2019-08-11 23:43:55,1.0,,"['BornHack', 'www.bornhack.dk', '#bornhax', '2019']",144.0,0.0
1300,,2020-02-04 16:18:01,1.0,structures,"['Corse', 'structures']",27.0,0.0
1301,,2020-01-10 17:44:18,1.0,"Marseille, la zone du Mucem, janvier 2020","['Marc Frant', 'Marseille 2020 01 janvier', 'Mucem']",5.0,0.0
1302,"Petaluma, USA",2020-02-29 09:05:30,1.0,"The 2020 California State High School Wrestling Championships for Boys and Girls. Bakersfield, CA, USA. Photos by John Sachs and Chris Mora for <a href=""http://www.tech-fall.com"" rel=""noreferrer nofollow"">www.tech-fall.com</a>","['Tech-Fall.com', 'Chris', 'Mora', 'California', 'CIF']",2752.0,0.0
1303,"Petaluma, USA",2020-02-28 13:13:31,1.0,"The 2020 California State High School Wrestling Championships for Boys and Girls. Bakersfield, CA, USA. Photos by John Sachs and Chris Mora for <a href=""http://www.tech-fall.com"" rel=""noreferrer nofollow"">www.tech-fall.com</a>",[],292.0,0.0
1304,,2020-02-20 18:59:16,1.0,FIBA Basketball Clinic Feb 21 2020,"['FIBA', 'Basketball']",24.0,0.0
1305,,2020-02-29 09:05:02,1.0,,[],19.0,0.0
1306,,2020-02-20 18:38:07,1.0,FIBA Basketball Clinic Feb 21 2020,"['FIBA', 'Basketball', 'Clinic']",32.0,0.0
1307,,2020-02-15 14:06:02,1.0,,"['楚志遠│婚禮攝影', 'NIKON', '婚禮紀錄', '南部婚禮', '儀式', '傳統', '迎娶', '訂婚', '結婚', '流水席', '高雄', '屏東', '婚攝', '楚志遠', '故事', '類婚紗', '闖關', '室內', '遊戲', '宴客', '外燴', '情感', '人', '85mm', '團體照', 'Tamron', 'A032', 'f2.8', 'vc', 'g2', '24-70mm', '14-24MM', '潮州', '新將林', '喜宴']",315.0,0.0
1308,Perú ,2020-02-28 10:29:18,1.0,Clausura de Programa de Captacion y Formacion de Talentos de Atletismo en la Videna,[],97.0,0.0
1309,,2020-01-30 17:28:53,1.0,,[],36.0,0.0
1310,"Sewanee, Tennessee, United States",2020-02-28 15:15:50,1.0,,[],1550.0,0.0
1311,United Kingdom,2020-02-28 18:41:41,1.0,Floodlit tree,"['Doubletree', 'Hilton', 'Leeds', 'Floodlit', 'tree', 'Snapseed', 'Motorola', 'hotel', 'night', 'low', 'light']",540.0,0.0
1312,Germany,2020-02-22 14:09:40,1.0,Altena Castle (German: Burg Altena) is a medieval hill castle in the town of Altena in North Rhine-Westphalia.,"['castle', 'window', 'altena', 'germany', 'medieval', 'light', 'glass']",1751.0,0.0
1313,Boston,2020-02-28 10:37:24,1.0,"via Instagram <a href=""https://ift.tt/3ak2oKJ"" rel=""noreferrer nofollow"">ift.tt/3ak2oKJ</a>","['IFTTT', 'Instagram']",42.0,0.0
1314,Spain,2020-02-28 15:24:14,1.0,"Please, use copyright ©UCLG-CGLU when using these photos",[],179.0,0.0
1315,Österreich,2020-02-28 10:57:33,1.0,Zwei Wochen lang trainierten Besatzungen mit verschiedenen Hubschraubertypen den Flug und das Anlanden im Hochgebirge.,"['Bundesheer', 'Luftstreitkräfte']",3284.0,0.0
1316,"Petaluma, USA",2020-02-27 16:02:29,1.0,"The 2020 California State High School Wrestling Championships for Boys and Girls. Bakersfield, CA, USA. Photos by John Sachs and Chris Mora for <a href=""http://www.tech-fall.com"" rel=""noreferrer nofollow"">www.tech-fall.com</a>","['Wrestling', 'California', 'CIF', 'Chris', 'Mora', 'Tech-Fall']",1518.0,0.0
1317,"Petaluma, USA",2020-02-27 11:24:54,1.0,"The 2020 California State High School Wrestling Championships for Boys and Girls. Bakersfield, CA, USA. Photos by John Sachs and Chris Mora for <a href=""http://www.tech-fall.com"" rel=""noreferrer nofollow"">www.tech-fall.com</a>","['Wrestling', 'CIF', 'Tech-Fall.com']",2637.0,0.0
1318,,2020-02-14 15:39:32,1.0,,[],4277.0,0.0
1319,,2020-02-13 23:19:31,1.0,,[],2757.0,0.0
1320,,2020-02-10 16:17:36,1.0,,[],1134.0,0.0
1321,,2020-02-08 15:13:11,1.0,,[],2326.0,0.0
1322,,2020-02-05 12:05:16,1.0,,"['Se reúnen amigas de la Federación de Asociaciones y Clubes de Jardinería de Coahuila', 'A.C.', 'Saltillo', 'Sociales', 'Saltillenses', 'Sociedad', 'Social', 'Salón', 'club', 'Día', 'del', 'Amor', 'y', 'la', 'Amistad', 'Evento', 'Reunión', 'Reunion', 'Celebración', 'Celebracion', 'Celebrate', 'Celebran', 'comida', 'merienda', 'desayuno', 'Brunch', 'amigas', 'Jardín', 'Jardinería', 'Jardineria', 'flores', 'arreglos', 'florales', 'centros', 'de', 'mesa', 'decoración', 'evnto']",435.0,0.0
1323,,2020-02-26 13:05:45,1.0,,[],74.0,0.0
1324,"Issaquah, WA, USA",2019-09-03 15:18:22,1.0,"Dublin, Ireland                               ","['door', 'Dublin', 'Ireland']",143.0,0.0
1325,,2013-07-07 14:01:12,1.0,,[],5.0,0.0
1326,,2020-02-25 14:38:02,1.0,"Project: Public Space Information Session
Date: February 20, 2020
Location: CityLab
Community Partners: Makemobile
Photo Credit: Luka Cyprian

***

Website: <a href=""http://www.vancouver.ca/viva"" rel=""noreferrer nofollow"">www.vancouver.ca/viva</a>
Facebook: <a href=""http://www.facebook.com/VivaVancouver/"" rel=""noreferrer nofollow"">www.facebook.com/VivaVancouver/</a>
Twitter: <a href=""https://twitter.com/Viva_Van"" rel=""noreferrer nofollow"">twitter.com/Viva_Van</a>",[],116.0,0.0
1327,"Wilmington, NC, USA",2019-05-16 18:54:28,1.0,,[],13.0,0.0
1328,,2014-11-14 20:52:03,1.0,                               ,[],13.0,0.0
1329,"St Louis, Missouri, USA",2020-02-26 19:38:39,1.0,,[],22.0,0.0
1330,"Vienna, Austria",2020-02-26 11:30:59,1.0,"Kunst Haus Wien: Alec Soth. Photography is a Language (26.2. - 10.8.2020, Eröffnung: mi 26.2. - 19h) <a href=""https://esel.at/termin/104510"" rel=""noreferrer nofollow"">esel.at/termin/104510</a> | Foto: eSeL","['AlecSoth', 'Kunst Haus Wien', 'KHW', 'Magnum', 'Photography', 'Museum Hundertwasser']",109.0,0.0
1331,,2020-02-26 04:27:48,1.0,,[],18.0,0.0
1332,,2020-02-25 09:57:46,1.0,                               ,[],29.0,0.0
1333,Russia,2020-02-25 10:09:05,1.0,25 февраля 2020 года,"['Council of Federation', 'Совет Федерации']",53.0,0.0
1334,Russia,2020-02-25 10:04:13,1.0,25 февраля 2020 года,"['Совет Федерации', 'Council of Federation', 'Владимир Лаптев']",44.0,0.0
1335,,2019-11-12 09:39:35,1.0,,[],11.0,0.0
1336,,2020-02-23 10:08:49,1.0,,[],34.0,0.0
1337,USA,2020-02-22 08:34:43,1.0,,['Cedar Waxwings'],10.0,0.0
1338,,2020-02-23 10:58:22,1.0,,"['RUN', 'MARATHON', '馬拉松', '路跑', '木架山馬拉松']",46.0,0.0
1339,,2019-12-03 08:07:07,1.0,,[],15.0,0.0
1340,"Oslo, Norway",2020-02-23 19:00:52,1.0,,[],56.0,0.0
1341,,2020-02-23 13:09:09,1.0,"Gran Desfile de Carnaval celebrado el domingo 23 de febrero de 2020
Con la participación de comparsas locales de 55 asociaciones y más de 5.000 participantes y animaciones


📌 Itinerario:
C/ Venezuela esquina C/ Habana - C/ Miguel de Unamuno - C/ La Paz - C/ La Plaza - C/ Móstoles - Avda. Naciones - C/ Suiza - C/ Grecia - C/ Hungría
#CarnavalDeFuenlabrada #FuenlabradaCiudadViva",[],154.0,0.0
1342,"San Francisco, USA",2020-01-09 16:58:42,1.0,,"['karlsbad', 'Karl Schultz', 'Honolulu', 'Hawaii']",74.0,0.0
1343,"Cannock, Staffordshire",2020-02-23 09:22:16,1.0,bty,[],27.0,0.0
1344,,2020-02-22 01:16:10,1.0,,['dog'],11.0,0.0
1345,"Wilmington, NC, USA",2019-10-03 18:25:34,1.0,,[],10.0,0.0
1346,Spain,2020-03-07 12:47:47,1.0,,[],114.0,0.0
1347,,2018-05-15 12:58:33,1.0,,[],104.0,0.0
1348,,2020-03-08 13:41:54,1.0,,"['Marcha #8M', '8M']",42.0,0.0
1349,"Rochester, NY",2020-03-12 08:46:14,1.0,"2020, Athens, Neapoli, Greece
Artist: GPO","['street', 'art', 'urban', 'intervention', 'streetart', 'urbanart', 'urban intervention', 'graffiti', 'athens', 'athina', 'attiki', 'greece', 'europe', 'neapoli', 'GPO']",192.0,0.0
1350,,2020-03-14 09:55:40,1.0,,[],6.0,0.0
1351,,2020-03-13 17:23:10,1.0,                               ,[],17.0,0.0
1352,"Los Angeles, United States",2020-03-07 20:37:01,1.0,,[],48.0,0.0
1353,,2020-03-07 16:23:35,1.0,"The Figgs; The Burren, Somerville, MA; March 7, 2020; Pete Donnelly",[],14.0,0.0
1354,"Glattfelden, Switzerland",2020-03-12 07:21:06,1.0,,"['Spatz', 'Vogel', 'Dach']",50.0,0.0
1355,,2019-11-11 16:49:00,1.0,,['Camargue'],28.0,0.0
1356,,2020-03-12 23:11:19,1.0,,[],9.0,0.0
1357,,2020-01-09 17:08:22,1.0,,[],4.0,0.0
1358,"Ipswich, UK",2020-03-07 23:04:14,1.0," <a href=""http://www.letsmaketragedyhappen.com/"" rel=""noreferrer nofollow"">Tragedy</a> decimating The Brickyard in Carlisle. One of the hottest shows they've ever played. 2020-03-07.","['Tragedy', 'Letsmaketragedyhappen', 'The Brickyard Carlisle', 'Disco Mountain Man']",20.0,0.0
1359,Russia,2020-03-12 14:31:30,1.0,12 марта 2020 года,"['Совет Федерации', 'Елена Перминова']",69.0,0.0
1360,,2020-03-11 15:31:23,1.0,"<a href=""http://www.oxonraces.com/photos/download.php?myidlc=2020-03-11-oxford&amp;frameid=2337"" rel=""noreferrer nofollow"">Click here if you wish to download a hi-res version of this photo</a>. If you put a photo somewhere public, please add the credit <em>Photo by Barry Cornelius</em>.  <a href=""http://www.oxonraces.com/photos/2020-03-11-oxford/"" rel=""noreferrer nofollow"">Click here for more photos of the 2020 Teddy Hall Relays</a>.","['2020', 'Teddy Hall Relays', 'Oxford', '5K', 'Barry Cornelius', 'oxonraces']",80.0,0.0
1361,,2020-03-11 15:28:30,1.0,"<a href=""http://www.oxonraces.com/photos/download.php?myidlc=2020-03-11-oxford&amp;frameid=2277"" rel=""noreferrer nofollow"">Click here if you wish to download a hi-res version of this photo</a>. If you put a photo somewhere public, please add the credit <em>Photo by Barry Cornelius</em>.  <a href=""http://www.oxonraces.com/photos/2020-03-11-oxford/"" rel=""noreferrer nofollow"">Click here for more photos of the 2020 Teddy Hall Relays</a>.","['2020', 'Teddy Hall Relays', 'Oxford', '5K', 'Barry Cornelius', 'oxonraces']",104.0,0.0
1362,,2020-03-11 15:19:38,1.0,"<a href=""http://www.oxonraces.com/photos/download.php?myidlc=2020-03-11-oxford&amp;frameid=2113"" rel=""noreferrer nofollow"">Click here if you wish to download a hi-res version of this photo</a>. If you put a photo somewhere public, please add the credit <em>Photo by Barry Cornelius</em>.  <a href=""http://www.oxonraces.com/photos/2020-03-11-oxford/"" rel=""noreferrer nofollow"">Click here for more photos of the 2020 Teddy Hall Relays</a>.","['2020', 'Teddy Hall Relays', 'Oxford', '5K', 'Barry Cornelius', 'oxonraces']",88.0,0.0
1363,,2020-03-11 15:13:14,1.0,"<a href=""http://www.oxonraces.com/photos/download.php?myidlc=2020-03-11-oxford&amp;frameid=1952"" rel=""noreferrer nofollow"">Click here if you wish to download a hi-res version of this photo</a>. If you put a photo somewhere public, please add the credit <em>Photo by Barry Cornelius</em>.  <a href=""http://www.oxonraces.com/photos/2020-03-11-oxford/"" rel=""noreferrer nofollow"">Click here for more photos of the 2020 Teddy Hall Relays</a>.","['2020', 'Teddy Hall Relays', 'Oxford', '5K', 'Barry Cornelius', 'oxonraces']",90.0,0.0
1364,,2020-03-10 19:34:08,1.0,Processed with VSCO with c8 preset,"['mufest', 'cinema', 'mulleres', 'audiovisual', 'feminismo', 'compostela', 'galiza']",79.0,0.0
1365,,2020-03-09 01:05:22,1.0,,[],35.0,0.0
1366,,2020-03-08 13:06:53,1.0,,[],59.0,0.0
1367,,2020-03-07 17:02:59,1.0,,['#OEFC06BOYSBLACK'],6.0,0.0
1368,The Netherlands,2019-07-02 13:39:38,1.0,,[],24.0,0.0
1369,"Buenos Aires, +54",2018-11-10 10:50:00,1.0,,"['Argentina', 'Misiones', 'america', 'exhibition', 'fachinal', 'southamerica', 'Miciones']",3.0,0.0
1370,,2020-03-09 21:08:41,1.0,,[],7.0,0.0
1371,"Tallahassee, Florida, USA",2020-03-09 23:31:59,1.0,,"['abstract', 'iPadArt']",82.0,0.0
1372,,2020-03-06 18:22:42,1.0,,[],28.0,0.0
1373,,2019-07-16 11:21:01,1.0,,[],30.0,0.0
1374,Italy,2020-03-09 17:11:27,1.0,,"['LLCC', 'challenge', 'tazionuvolari', 'tazio', 'nuvolari', 'cervesina', 'lotus', 'alfaromeo', 'alfa', 'romeo', '4c', 'elise', 'exige', 'bmw', 'porsche', '911', 'honda', 'mazda', 'mx5', 'miata', 'track', 'trackday', 'track4fun', 'driver', 'racing', 'pista', 'circuito']",362.0,0.0
1375,"Valparaíso, Chile",2020-03-06 11:13:57,1.0,,[],138.0,0.0
1376,,2018-04-07 10:30:02,1.0,"<a href=""http://www.dmitryryzhkov.com"" rel=""noreferrer nofollow"">www.dmitryryzhkov.com</a>","['urban', 'city', 'everyday', 'public', 'place', 'outdoor', 'life', 'human', 'social', 'stranger', 'documentary', 'photojournalism', 'candid', 'street', 'dmitry ryzhkov', 'moscow', 'russia', 'streetphotography', 'people', 'man', 'mankind', 'humanity', 'bw', 'blackandwhite', 'monochrome']",655.0,0.0
1377,,2019-10-09 23:13:49,1.0,,"['花蓮', '何家民宿', '人像', '單眼相機', '自拍', '鏡子', '鏡像']",2078.0,0.0
1378,"Cincinnati, OHIO, USA",2020-03-29 19:58:23,1.0,Evergreen cones.  I don't know what kind of tree.  Trees about man high.  Working with new to me D800,"['cincinnati view', 'pine cones', 'sunset', 'Sharonville ohio', 'Pine', 'cones']",75.0,0.0
1379,,2020-03-28 18:47:48,1.0,,[],109.0,0.0
1380,,2020-03-29 14:54:39,1.0,,[],12.0,0.0
1381,,2019-12-15 14:58:34,1.0,,"['Day-2', 'Men Elite', 'UCI', 'Utsunomiya Cyclo Cross', 'ろまんちっく村', '宇都宮CX']",5.0,0.0
1382,Sri lanka,2019-12-18 21:21:58,1.0,"find me on Fiverr / nipz20
","['Fiverr_nipz20', 'Nipz20']",170.0,0.0
1383,,2019-12-15 14:57:38,1.0,,"['Day-2', 'Men Elite', 'UCI', 'Utsunomiya Cyclo Cross', 'ろまんちっく村', '宇都宮CX']",7.0,0.0
1384,"saitama, japan",2020-01-04 01:46:40,1.0,,"['レゴ', 'GTR', 'NISMO', 'Nissan', '日産', 'LEGO']",237.0,0.0
1385,,2020-03-28 12:24:52,1.0,"Originally from the Military, the concept is simple: Your are in a situation you don't like (it sucks), and you can either choose to complain about it or accept it and do something about it.",['#embracethesuck'],202.0,0.0
1386,"Schipluiden (NL), Netherlands",2019-08-19 19:41:37,1.0,,"['aug', '2019', 'Bekolce', 'Hungary']",40.0,0.0
1387,"Schipluiden (NL), Netherlands",2019-08-18 12:42:20,1.0,,"['aug', '2019', 'NP Hortobagy', 'Hungary']",20.0,0.0
1388,UK,2018-11-01 15:42:50,1.0,"Schoolgirls taking part in Faith in Water's Dignity for Girls project in Uganda, aimed at helping girls stay in school by enabling them manage their periods with dignity and confidence","['Dignity', 'for', 'Girls', 'D4G', 'Uganda', 'periods', 'menstruation', 'schools', 'Faith', 'Water']",183.0,0.0
1389,"Schipluiden (NL), Netherlands",2019-08-13 13:38:40,1.0,,"['aug', '2019', 'Viechtwang']",17.0,0.0
1390,,2020-02-29 16:33:19,1.0,,[],15.0,0.0
1391,Russia,2020-03-25 14:28:12,1.0,25 марта 2020 года,"['Совет Федерации', 'Council of Federation', 'Андрей Климов']",104.0,0.0
1392,,2020-03-18 10:46:24,1.0,,[],65.0,0.0
1393,,2019-07-15 00:00:00,1.0,"Visiting cultivated Veronica spicata - an excellent garden plant to attract pollinators.
Accepted as correct  on IRecord.",['taxonomy:binomial=Cerceris rybyensis'],148.0,0.0
1394,"Buenos Aires, +54",2015-01-16 18:45:09,1.0,,"['beach', 'clouds', 'encarnacion', 'heaven', 'paraguay', 'road', 'sky', 'Itapua']",16.0,0.0
1395,Russia,2020-03-24 11:06:26,1.0,24 марта 2020 года,"['Совет Федерации', 'Council of Federation']",53.0,0.0
1396,"Brooklyn, NY, USA",2020-03-11 23:15:16,1.0,                               ,[],4.0,0.0
1397,"San Jose, U.S.A.",2020-03-16 19:43:03,1.0,,[],11.0,0.0
1398,,2020-03-22 02:15:55,1.0,Port Elizabeth in 'ancient' days....,"['Bob Binnell', 'Port Elizabeth', 'Historic', 'MyPE', 'Alan', 'Straton']",40.0,0.0
1399,"Near Chelmsford, England",2020-03-21 09:09:29,1.0,"Notepad and planner.
Saturday, 21st March 2020, Essex.","['Essex', 'Morning', 'Spring', 'March', '2020', '21st', 'Saturday', 'Monthly Planner', 'Notepad', 'Carol']",130.0,0.0
1400,,2020-03-06 21:29:32,1.0,,[],0.0,0.0
1401,"台北, 台灣",2020-03-17 08:58:14,1.0,OLYMPUS DIGITAL CAMERA         ,[],36.0,0.0
1402,"Eastern Shore of Maryland, USA",2020-03-07 10:16:42,1.0,                               ,['BTO_2020'],5.0,0.0
1403,,2020-03-19 10:27:37,1.0,,[],355.0,0.0
1404,,2001-12-05 00:00:15,1.0,,[],56.0,0.0
1405,,2020-03-10 15:53:34,1.0,Vilaflor,"['Tenerife', 'canary islands']",58.0,1.0
1406,"Los Angeles, United States",2020-03-08 11:58:30,1.0,,[],22.0,0.0
1407,,2019-05-30 09:33:41,1.0,"El 30 de mayo de 2019 tuvo lugar la VII edición del Foro Marítimo Deusto, que bajo el título de “Internacionalización y fiscalidad en el ámbito marítimo-portuario”, contó con la presencia, entre otros, del Catedrático de Derecho Internacional, Mariano Javier Aznar, y del abogado y asesor fiscal, Guillermo Videgain, quienes disertaron sobre estas cuestiones tan de actualidad en el sector. Más información: <a href=""https://derecho.deusto.es/cs/Satellite/derecho/es/inicio-derecho/agenda-de-derecho/vii-foro-maritimo-deusto-internacionalizacion-y-fiscalidad-en-el-ambito-maritimoportuario/noticia"" rel=""noreferrer nofollow"">derecho.deusto.es/cs/Satellite/derecho/es/inicio-derecho/...</a>","['campus Bilbao', 'Facultad de Derecho', 'foro marítimo', 'VII', 'internacional', 'derecho marítimo', 'gestión', 'empresas marítimo-porturarias', 'empresas marítimas', 'empresas portuarias', 'fiscalidad']",304.0,0.0
1408,"Banqiao Dist., 中華民國台灣省",2020-02-28 10:47:02,1.0,"司馬庫斯,上帝的部落,新竹縣,尖石鄉,櫻花","['司馬庫斯', '上帝的部落', '新竹縣', '尖石鄉', '泰雅族部落', '黑色部落', '櫻花', '花', '開花', '盛開的花', '春天', '粉', '綠色', '紅色', '台灣風景', '新竹景點', '新竹旅遊', '新竹觀光', '台灣', '臺灣', '新鮮', '自然', '色彩', '季節', '視覺', '鮮明', '戶外', '風景', '自然風景', '景觀', '場景', '自然景觀', '旅程', '渡假', '假期', '風景優美', '天', '山', '旅行', '旅遊', '觀光', '特寫', '天空', '雲']",94.0,0.0
1409,NYC,2020-02-22 16:58:58,1.0,,[],60.0,0.0
1410,"Queretaro, Mexico",2020-02-13 13:28:50,1.0,,[],10.0,0.0
1411,"台北, 台灣",2020-03-31 09:09:03,1.0,OLYMPUS DIGITAL CAMERA         ,[],23.0,0.0
1412,"Aurora, IL",2020-03-31 11:24:55,1.0,"Tropical Plants Truck, Aurora, IL",[],27.0,0.0
1413,,2018-11-01 13:30:40,1.0,,[],5.0,0.0
1414,,2019-12-15 14:11:48,1.0,,"['Day-2', 'Men Elite', 'UCI', 'Utsunomiya Cyclo Cross', 'ろまんちっく村', '加藤健悟', '宇都宮CX']",10.0,0.0
1415,,2020-03-24 16:17:46,1.0,red 2 / Normandy / ST-Leger / hogbu,[],41.0,0.0
1416,"Sydney, Australia",2020-03-09 01:26:49,1.0,,[],27.0,0.0
1417,France.,2020-03-28 11:40:12,1.0,,"['Sainte-Marie-du-Mont', 'poilu', 'monument', '14-18', 'Normandie', 'Normandy', 'Cotentin', '2019', 'UTAH BEACH', 'Overlord', 'D-Day']",178.0,0.0
1418,,2020-03-28 11:59:59,1.0,,"['flower', '横浜市こども植物園']",40.0,0.0
1419,"Mount Saint Francis, United States",2020-03-27 12:43:02,1.0,,[],2.0,0.0
1420,,2020-03-11 10:58:35,1.0,Photo prise lors de la visite du centre de tri de Altem pour l'article sur le parcours des déchets ménagers strasbourgeois,"['STRASBOURG', 'papier', 'carton', 'aluminium', 'métal', 'plastique']",19.0,0.0
