"TOOL_IDENTIFIER","CATEGORY_CODE","CATEGORY_NAME","COUNT"
"CC BY-NC-ND 4.0","q-fin.EC","Economics","711"
"CC BY-NC-ND 4.0","q-fin.GN","General Finance","129"
"CC BY-NC-ND 4.0","q-fin.MF","Mathematical Finance","108"
"CC BY-NC-ND 4.0","q-fin.PM","Portfolio Management","114"
"CC BY-NC-ND 4.0","q-fin.PR","Pricing of Securities","61"
"CC BY-NC-ND 4.0","q-fin.RM","Risk Management","127"
"CC BY-NC-ND 4.0","q-fin.ST","Statistical Finance","163"
"CC BY-NC-ND 4.0","q-fin.TR","Trading and Market Microstructure","103"
"CC BY-NC-ND 4.0","quant-ph","Quantum Physics","2776"
"CC BY-NC-ND 4.0","stat.AP","Applications","1108"
"CC BY-NC-ND 4.0","stat.CO","Computation","292"
"CC BY-NC-ND 4.0","stat.ME","Methodology","1569"
"CC BY-NC-ND 4.0","stat.ML","Machine Learning","1402"
"CC BY-NC-ND 4.0","stat.OT","Other Statistics","82"
"CC BY-NC-ND 4.0","stat.TH","Statistics Theory","577"
"CC BY-NC-SA 3.0","astro-ph","Astrophysics","75"
"CC BY-NC-SA 3.0","astro-ph.CO","Cosmology and Nongalactic Astrophysics","129"
"CC BY-NC-SA 3.0","astro-ph.EP","Earth and Planetary Astrophysics","30"
"CC BY-NC-SA 3.0","astro-ph.GA","Astrophysics of Galaxies","103"
"CC BY-NC-SA 3.0","astro-ph.HE","High Energy Astrophysical Phenomena","70"
"CC BY-NC-SA 3.0","astro-ph.IM","Instrumentation and Methods for Astrophysics","71"
"CC BY-NC-SA 3.0","astro-ph.SR","Solar and Stellar Astrophysics","109"
"CC BY-NC-SA 3.0","cond-mat.dis-nn","Disordered Systems and Neural Networks","29"
"CC BY-NC-SA 3.0","cond-mat.mes-hall","Mesoscale and Nanoscale Physics","159"
"CC BY-NC-SA 3.0","cond-mat.mtrl-sci","Materials Science","257"
"CC BY-NC-SA 3.0","cond-mat.other","Other Condensed Matter","34"
"CC BY-NC-SA 3.0","cond-mat.quant-gas","Quantum Gases","25"
"CC BY-NC-SA 3.0","cond-mat.soft","Soft Condensed Matter","69"
"CC BY-NC-SA 3.0","cond-mat.stat-mech","Statistical Mechanics","113"
"CC BY-NC-SA 3.0","cond-mat.str-el","Strongly Correlated Electrons","76"
"CC BY-NC-SA 3.0","cond-mat.supr-con","Superconductivity","71"
"CC BY-NC-SA 3.0","cs.AI","Artificial Intelligence","138"
"CC BY-NC-SA 3.0","cs.AR","Hardware Architecture","13"
"CC BY-NC-SA 3.0","cs.CC","Computational Complexity","34"
"CC BY-NC-SA 3.0","cs.CE","Computational Engineering, Finance, and Science","45"
"CC BY-NC-SA 3.0","cs.CG","Computational Geometry","28"
"CC BY-NC-SA 3.0","cs.CL","Computation and Language","61"
"CC BY-NC-SA 3.0","cs.CR","Cryptography and Security","158"
"CC BY-NC-SA 3.0","cs.CV","Computer Vision and Pattern Recognition","189"
"CC BY-NC-SA 3.0","cs.CY","Computers and Society","99"
"CC BY-NC-SA 3.0","cs.DB","Databases","65"
"CC BY-NC-SA 3.0","cs.DC","Distributed, Parallel, and Cluster Computing","106"
"CC BY-NC-SA 3.0","cs.DL","Digital Libraries","67"
"CC BY-NC-SA 3.0","cs.DM","Discrete Mathematics","44"
"CC BY-NC-SA 3.0","cs.DS","Data Structures and Algorithms","61"
"CC BY-NC-SA 3.0","cs.ET","Emerging Technologies","10"
"CC BY-NC-SA 3.0","cs.FL","Formal Languages and Automata Theory","19"
"CC BY-NC-SA 3.0","cs.GL","General Literature","3"
"CC BY-NC-SA 3.0","cs.GR","Graphics","20"
"CC BY-NC-SA 3.0","cs.GT","Computer Science and Game Theory","25"
"CC BY-NC-SA 3.0","cs.HC","Human-Computer Interaction","50"
"CC BY-NC-SA 3.0","cs.IR","Information Retrieval","87"
"CC BY-NC-SA 3.0","cs.IT","Information Theory","183"
"CC BY-NC-SA 3.0","cs.LG","Machine Learning","135"
"CC BY-NC-SA 3.0","cs.LO","Logic in Computer Science","48"
"CC BY-NC-SA 3.0","cs.MA","Multiagent Systems","18"
"CC BY-NC-SA 3.0","cs.MM","Multimedia","32"
"CC BY-NC-SA 3.0","cs.MS","Mathematical Software","19"
"CC BY-NC-SA 3.0","cs.NA","Numerical Analysis","23"
"CC BY-NC-SA 3.0","cs.NE","Neural and Evolutionary Computing","64"
"CC BY-NC-SA 3.0","cs.NI","Networking and Internet Architecture","235"
"CC BY-NC-SA 3.0","cs.OH","Other Computer Science","50"
"CC BY-NC-SA 3.0","cs.OS","Operating Systems","4"
"CC BY-NC-SA 3.0","cs.PF","Performance","25"
"CC BY-NC-SA 3.0","cs.PL","Programming Languages","26"
"CC BY-NC-SA 3.0","cs.RO","Robotics","40"
"CC BY-NC-SA 3.0","cs.SC","Symbolic Computation","15"
"CC BY-NC-SA 3.0","cs.SD","Sound","11"
"CC BY-NC-SA 3.0","cs.SE","Software Engineering","83"
"CC BY-NC-SA 3.0","cs.SI","Social and Information Networks","89"
"CC BY-NC-SA 3.0","cs.SY","Systems and Control","35"
"CC BY-NC-SA 3.0","eess.IV","Image and Video Processing","1"
"CC BY-NC-SA 3.0","gr-qc","General Relativity and Quantum Cosmology","188"
"CC BY-NC-SA 3.0","hep-ex","High Energy Physics - Experiment","91"
"CC BY-NC-SA 3.0","hep-lat","High Energy Physics - Lattice","128"
"CC BY-NC-SA 3.0","hep-ph","High Energy Physics - Phenomenology","261"
"CC BY-NC-SA 3.0","hep-th","High Energy Physics - Theory","336"
"CC BY-NC-SA 3.0","math-ph","Mathematical Physics","526"
"CC BY-NC-SA 3.0","math.AC","Commutative Algebra","16"
"CC BY-NC-SA 3.0","math.AG","Algebraic Geometry","88"
"CC BY-NC-SA 3.0","math.AP","Analysis of PDEs","140"
"CC BY-NC-SA 3.0","math.AT","Algebraic Topology","23"
"CC BY-NC-SA 3.0","math.CA","Classical Analysis and ODEs","155"
"CC BY-NC-SA 3.0","math.CO","Combinatorics","118"
"CC BY-NC-SA 3.0","math.CT","Category Theory","11"
"CC BY-NC-SA 3.0","math.CV","Complex Variables","40"
"CC BY-NC-SA 3.0","math.DG","Differential Geometry","195"
"CC BY-NC-SA 3.0","math.DS","Dynamical Systems","72"
"CC BY-NC-SA 3.0","math.FA","Functional Analysis","76"
"CC BY-NC-SA 3.0","math.GM","General Mathematics","11"
"CC BY-NC-SA 3.0","math.GN","General Topology","8"
"CC BY-NC-SA 3.0","math.GR","Group Theory","29"
"CC BY-NC-SA 3.0","math.GT","Geometric Topology","33"
"CC BY-NC-SA 3.0","math.HO","History and Overview","12"
"CC BY-NC-SA 3.0","math.IT","Information Theory","183"
"CC BY-NC-SA 3.0","math.KT","K-Theory and Homology","16"
"CC BY-NC-SA 3.0","math.LO","Logic","25"
"CC BY-NC-SA 3.0","math.MG","Metric Geometry","14"
"CC BY-NC-SA 3.0","math.MP","Mathematical Physics","526"
"CC BY-NC-SA 3.0","math.NA","Numerical Analysis","82"
"CC BY-NC-SA 3.0","math.NT","Number Theory","68"
"CC BY-NC-SA 3.0","math.OA","Operator Algebras","44"
"CC BY-NC-SA 3.0","math.OC","Optimization and Control","77"
"CC BY-NC-SA 3.0","math.PR","Probability","82"
"CC BY-NC-SA 3.0","math.QA","Quantum Algebra","138"
"CC BY-NC-SA 3.0","math.RA","Rings and Algebras","63"
"CC BY-NC-SA 3.0","math.RT","Representation Theory","87"
"CC BY-NC-SA 3.0","math.SG","Symplectic Geometry","31"
"CC BY-NC-SA 3.0","math.SP","Spectral Theory","18"
"CC BY-NC-SA 3.0","math.ST","Statistics Theory","23"
"CC BY-NC-SA 3.0","nlin.AO","Adaptation and Self-Organizing Systems","25"
"CC BY-NC-SA 3.0","nlin.CD","Chaotic Dynamics","35"
"CC BY-NC-SA 3.0","nlin.CG","Cellular Automata and Lattice Gases","9"
"CC BY-NC-SA 3.0","nlin.PS","Pattern Formation and Solitons","24"
"CC BY-NC-SA 3.0","nlin.SI","Exactly Solvable and Integrable Systems","173"
"CC BY-NC-SA 3.0","nucl-ex","Nuclear Experiment","60"
"CC BY-NC-SA 3.0","nucl-th","Nuclear Theory","91"
"CC BY-NC-SA 3.0","physics.acc-ph","Accelerator Physics","28"
"CC BY-NC-SA 3.0","physics.ao-ph","Atmospheric and Oceanic Physics","22"
"CC BY-NC-SA 3.0","physics.atm-clus","Atomic and Molecular Clusters","9"
"CC BY-NC-SA 3.0","physics.atom-ph","Atomic Physics","34"
"CC BY-NC-SA 3.0","physics.bio-ph","Biological Physics","67"
"CC BY-NC-SA 3.0","physics.chem-ph","Chemical Physics","42"
"CC BY-NC-SA 3.0","physics.class-ph","Classical Physics","26"
"CC BY-NC-SA 3.0","physics.comp-ph","Computational Physics","71"
"CC BY-NC-SA 3.0","physics.data-an","Data Analysis, Statistics and Probability","51"
"CC BY-NC-SA 3.0","physics.ed-ph","Physics Education","14"
"CC BY-NC-SA 3.0","physics.flu-dyn","Fluid Dynamics","59"
"CC BY-NC-SA 3.0","physics.gen-ph","General Physics","34"
"CC BY-NC-SA 3.0","physics.geo-ph","Geophysics","19"
"CC BY-NC-SA 3.0","physics.hist-ph","History and Philosophy of Physics","17"
"CC BY-NC-SA 3.0","physics.ins-det","Instrumentation and Detectors","53"
"CC BY-NC-SA 3.0","physics.med-ph","Medical Physics","31"
"CC BY-NC-SA 3.0","physics.optics","Optics","91"
"CC BY-NC-SA 3.0","physics.plasm-ph","Plasma Physics","31"
"CC BY-NC-SA 3.0","physics.pop-ph","Popular Physics","22"
"CC BY-NC-SA 3.0","physics.soc-ph","Physics and Society","120"
"CC BY-NC-SA 3.0","physics.space-ph","Space Physics","15"
"CC BY-NC-SA 3.0","q-bio.BM","Biomolecules","36"
"CC BY-NC-SA 3.0","q-bio.CB","Cell Behavior","9"
"CC BY-NC-SA 3.0","q-bio.GN","Genomics","27"
"CC BY-NC-SA 3.0","q-bio.MN","Molecular Networks","31"
"CC BY-NC-SA 3.0","q-bio.NC","Neurons and Cognition","42"
"CC BY-NC-SA 3.0","q-bio.OT","Other Quantitative Biology","8"
"CC BY-NC-SA 3.0","q-bio.PE","Populations and Evolution","47"
"CC BY-NC-SA 3.0","q-bio.QM","Quantitative Methods","33"
"CC BY-NC-SA 3.0","q-bio.SC","Subcellular Processes","5"
"CC BY-NC-SA 3.0","q-bio.TO","Tissues and Organs","17"
"CC BY-NC-SA 3.0","q-fin.CP","Computational Finance","5"
"CC BY-NC-SA 3.0","q-fin.EC","Economics","1"
"CC BY-NC-SA 3.0","q-fin.GN","General Finance","11"
"CC BY-NC-SA 3.0","q-fin.MF","Mathematical Finance","1"
"CC BY-NC-SA 3.0","q-fin.PM","Portfolio Management","3"
"CC BY-NC-SA 3.0","q-fin.PR","Pricing of Securities","2"
"CC BY-NC-SA 3.0","q-fin.RM","Risk Management","4"
"CC BY-NC-SA 3.0","q-fin.ST","Statistical Finance","17"
"CC BY-NC-SA 3.0","q-fin.TR","Trading and Market Microstructure","2"
"CC BY-NC-SA 3.0","quant-ph","Quantum Physics","338"
"CC BY-NC-SA 3.0","stat.AP","Applications","28"
"CC BY-NC-SA 3.0","stat.CO","Computation","15"
"CC BY-NC-SA 3.0","stat.ME","Methodology","40"
"CC BY-NC-SA 3.0","stat.ML","Machine Learning","62"
"CC BY-NC-SA 3.0","stat.OT","Other Statistics","5"
"CC BY-NC-SA 3.0","stat.TH","Statistics Theory","23"
"CC BY-NC-SA 4.0","astro-ph","Astrophysics","1"
"CC BY-NC-SA 4.0","astro-ph.CO","Cosmology and Nongalactic Astrophysics","441"
"CC BY-NC-SA 4.0","astro-ph.EP","Earth and Planetary Astrophysics","660"
"CC BY-NC-SA 4.0","astro-ph.GA","Astrophysics of Galaxies","1115"
"CC BY-NC-SA 4.0","astro-ph.HE","High Energy Astrophysical Phenomena","771"
"CC BY-NC-SA 4.0","astro-ph.IM","Instrumentation and Methods for Astrophysics","816"
"CC BY-NC-SA 4.0","astro-ph.SR","Solar and Stellar Astrophysics","954"
"CC BY-NC-SA 4.0","cond-mat.dis-nn","Disordered Systems and Neural Networks","154"
"CC BY-NC-SA 4.0","cond-mat.mes-hall","Mesoscale and Nanoscale Physics","888"
"CC BY-NC-SA 4.0","cond-mat.mtrl-sci","Materials Science","1761"
"CC BY-NC-SA 4.0","cond-mat.other","Other Condensed Matter","118"
"CC BY-NC-SA 4.0","cond-mat.quant-gas","Quantum Gases","142"
"CC BY-NC-SA 4.0","cond-mat.soft","Soft Condensed Matter","517"
"CC BY-NC-SA 4.0","cond-mat.stat-mech","Statistical Mechanics","406"
"CC BY-NC-SA 4.0","cond-mat.str-el","Strongly Correlated Electrons","454"
"CC BY-NC-SA 4.0","cond-mat.supr-con","Superconductivity","252"
"CC BY-NC-SA 4.0","cs.AI","Artificial Intelligence","8707"
"CC BY-NC-SA 4.0","cs.AR","Hardware Architecture","366"
"CC BY-NC-SA 4.0","cs.CC","Computational Complexity","188"
"CC BY-NC-SA 4.0","cs.CE","Computational Engineering, Finance, and Science","433"
"CC BY-NC-SA 4.0","cs.CG","Computational Geometry","158"
"CC BY-NC-SA 4.0","cs.CL","Computation and Language","5621"
"CC BY-NC-SA 4.0","cs.CR","Cryptography and Security","1860"
"CC BY-NC-SA 4.0","cs.CV","Computer Vision and Pattern Recognition","10307"
"CC BY-NC-SA 4.0","cs.CY","Computers and Society","1930"
"CC BY-NC-SA 4.0","cs.DB","Databases","359"
"CC BY-NC-SA 4.0","cs.DC","Distributed, Parallel, and Cluster Computing","881"
"CC BY-NC-SA 4.0","cs.DL","Digital Libraries","283"
"CC BY-NC-SA 4.0","cs.DM","Discrete Mathematics","227"
"CC BY-NC-SA 4.0","cs.DS","Data Structures and Algorithms","411"
"CC BY-NC-SA 4.0","cs.ET","Emerging Technologies","301"
"CC BY-NC-SA 4.0","cs.FL","Formal Languages and Automata Theory","90"
"CC BY-NC-SA 4.0","cs.GL","General Literature","6"
"CC BY-NC-SA 4.0","cs.GR","Graphics","535"
"CC BY-NC-SA 4.0","cs.GT","Computer Science and Game Theory","258"
"CC BY-NC-SA 4.0","cs.HC","Human-Computer Interaction","1887"
"CC BY-NC-SA 4.0","cs.IR","Information Retrieval","1116"
"CC BY-NC-SA 4.0","cs.IT","Information Theory","693"
"CC BY-NC-SA 4.0","cs.LG","Machine Learning","10986"
"CC BY-NC-SA 4.0","cs.LO","Logic in Computer Science","299"
"CC BY-NC-SA 4.0","cs.MA","Multiagent Systems","421"
"CC BY-NC-SA 4.0","cs.MM","Multimedia","465"
"CC BY-NC-SA 4.0","cs.MS","Mathematical Software","57"
"CC BY-NC-SA 4.0","cs.NA","Numerical Analysis","895"
"CC BY-NC-SA 4.0","cs.NE","Neural and Evolutionary Computing","673"
"CC BY-NC-SA 4.0","cs.NI","Networking and Internet Architecture","689"
"CC BY-NC-SA 4.0","cs.OH","Other Computer Science","39"
"CC BY-NC-SA 4.0","cs.OS","Operating Systems","40"
"CC BY-NC-SA 4.0","cs.PF","Performance","166"
"CC BY-NC-SA 4.0","cs.PL","Programming Languages","281"
"CC BY-NC-SA 4.0","cs.RO","Robotics","2299"
"CC BY-NC-SA 4.0","cs.SC","Symbolic Computation","58"
"CC BY-NC-SA 4.0","cs.SD","Sound","1045"
"CC BY-NC-SA 4.0","cs.SE","Software Engineering","1126"
"CC BY-NC-SA 4.0","cs.SI","Social and Information Networks","932"
"CC BY-NC-SA 4.0","cs.SY","Systems and Control","1491"
"CC BY-NC-SA 4.0","econ.EM","Econometrics","185"
"CC BY-NC-SA 4.0","econ.GN","General Economics","350"
"CC BY-NC-SA 4.0","econ.TH","Theoretical Economics","136"
"CC BY-NC-SA 4.0","eess.AS","Audio and Speech Processing","1122"
"CC BY-NC-SA 4.0","eess.IV","Image and Video Processing","1799"
"CC BY-NC-SA 4.0","eess.SP","Signal Processing","1365"
"CC BY-NC-SA 4.0","eess.SY","Systems and Control","1427"
"CC BY-NC-SA 4.0","gr-qc","General Relativity and Quantum Cosmology","688"
"CC BY-NC-SA 4.0","hep-ex","High Energy Physics - Experiment","413"
"CC BY-NC-SA 4.0","hep-lat","High Energy Physics - Lattice","128"
"CC BY-NC-SA 4.0","hep-ph","High Energy Physics - Phenomenology","815"
"CC BY-NC-SA 4.0","hep-th","High Energy Physics - Theory","631"
"CC BY-NC-SA 4.0","math-ph","Mathematical Physics","646"
"CC BY-NC-SA 4.0","math.AC","Commutative Algebra","139"
"CC BY-NC-SA 4.0","math.AG","Algebraic Geometry","544"
"CC BY-NC-SA 4.0","math.AP","Analysis of PDEs","736"
"CC BY-NC-SA 4.0","math.AT","Algebraic Topology","210"
"CC BY-NC-SA 4.0","math.CA","Classical Analysis and ODEs","209"
"CC BY-NC-SA 4.0","math.CO","Combinatorics","1004"
"CC BY-NC-SA 4.0","math.CT","Category Theory","177"
"CC BY-NC-SA 4.0","math.CV","Complex Variables","142"
"CC BY-NC-SA 4.0","math.DG","Differential Geometry","423"
"CC BY-NC-SA 4.0","math.DS","Dynamical Systems","596"
"CC BY-NC-SA 4.0","math.FA","Functional Analysis","385"
"CC BY-NC-SA 4.0","math.GM","General Mathematics","94"
"CC BY-NC-SA 4.0","math.GN","General Topology","84"
"CC BY-NC-SA 4.0","math.GR","Group Theory","205"
"CC BY-NC-SA 4.0","math.GT","Geometric Topology","189"
"CC BY-NC-SA 4.0","math.HO","History and Overview","107"
"CC BY-NC-SA 4.0","math.IT","Information Theory","693"
"CC BY-NC-SA 4.0","math.KT","K-Theory and Homology","56"
"CC BY-NC-SA 4.0","math.LO","Logic","245"
"CC BY-NC-SA 4.0","math.MG","Metric Geometry","111"
"CC BY-NC-SA 4.0","math.MP","Mathematical Physics","646"
"CC BY-NC-SA 4.0","math.NA","Numerical Analysis","957"
"CC BY-NC-SA 4.0","math.NT","Number Theory","526"
"CC BY-NC-SA 4.0","math.OA","Operator Algebras","99"
"CC BY-NC-SA 4.0","math.OC","Optimization and Control","1144"
"CC BY-NC-SA 4.0","math.PR","Probability","589"
"CC BY-NC-SA 4.0","math.QA","Quantum Algebra","126"
"CC BY-NC-SA 4.0","math.RA","Rings and Algebras","187"
"CC BY-NC-SA 4.0","math.RT","Representation Theory","224"
"CC BY-NC-SA 4.0","math.SG","Symplectic Geometry","98"
"CC BY-NC-SA 4.0","math.SP","Spectral Theory","140"
"CC BY-NC-SA 4.0","math.ST","Statistics Theory","424"
"CC BY-NC-SA 4.0","nlin.AO","Adaptation and Self-Organizing Systems","168"
"CC BY-NC-SA 4.0","nlin.CD","Chaotic Dynamics","167"
"CC BY-NC-SA 4.0","nlin.CG","Cellular Automata and Lattice Gases","24"
"CC BY-NC-SA 4.0","nlin.PS","Pattern Formation and Solitons","107"
"CC BY-NC-SA 4.0","nlin.SI","Exactly Solvable and Integrable Systems","47"
"CC BY-NC-SA 4.0","nucl-ex","Nuclear Experiment","233"
"CC BY-NC-SA 4.0","nucl-th","Nuclear Theory","360"
"CC BY-NC-SA 4.0","physics.acc-ph","Accelerator Physics","99"
"CC BY-NC-SA 4.0","physics.ao-ph","Atmospheric and Oceanic Physics","304"
"CC BY-NC-SA 4.0","physics.app-ph","Applied Physics","693"
"CC BY-NC-SA 4.0","physics.atm-clus","Atomic and Molecular Clusters","41"
"CC BY-NC-SA 4.0","physics.atom-ph","Atomic Physics","223"
"CC BY-NC-SA 4.0","physics.bio-ph","Biological Physics","343"
"CC BY-NC-SA 4.0","physics.chem-ph","Chemical Physics","575"
"CC BY-NC-SA 4.0","physics.class-ph","Classical Physics","105"
"CC BY-NC-SA 4.0","physics.comp-ph","Computational Physics","580"
"CC BY-NC-SA 4.0","physics.data-an","Data Analysis, Statistics and Probability","213"
"CC BY-NC-SA 4.0","physics.ed-ph","Physics Education","171"
"CC BY-NC-SA 4.0","physics.flu-dyn","Fluid Dynamics","609"
"CC BY-NC-SA 4.0","physics.gen-ph","General Physics","74"
"CC BY-NC-SA 4.0","physics.geo-ph","Geophysics","268"
"CC BY-NC-SA 4.0","physics.hist-ph","History and Philosophy of Physics","93"
"CC BY-NC-SA 4.0","physics.ins-det","Instrumentation and Detectors","422"
"CC BY-NC-SA 4.0","physics.med-ph","Medical Physics","309"
"CC BY-NC-SA 4.0","physics.optics","Optics","964"
"CC BY-NC-SA 4.0","physics.plasm-ph","Plasma Physics","299"
"CC BY-NC-SA 4.0","physics.pop-ph","Popular Physics","72"
"CC BY-NC-SA 4.0","physics.soc-ph","Physics and Society","568"
"CC BY-NC-SA 4.0","physics.space-ph","Space Physics","180"
"CC BY-NC-SA 4.0","q-bio.BM","Biomolecules","261"
"CC BY-NC-SA 4.0","q-bio.CB","Cell Behavior","77"
"CC BY-NC-SA 4.0","q-bio.GN","Genomics","147"
"CC BY-NC-SA 4.0","q-bio.MN","Molecular Networks","118"
"CC BY-NC-SA 4.0","q-bio.NC","Neurons and Cognition","547"
"CC BY-NC-SA 4.0","q-bio.OT","Other Quantitative Biology","63"
"CC BY-NC-SA 4.0","q-bio.PE","Populations and Evolution","367"
"CC BY-NC-SA 4.0","q-bio.QM","Quantitative Methods","622"
"CC BY-NC-SA 4.0","q-bio.SC","Subcellular Processes","28"
"CC BY-NC-SA 4.0","q-bio.TO","Tissues and Organs","120"
"CC BY-NC-SA 4.0","q-fin.CP","Computational Finance","79"
"CC BY-NC-SA 4.0","q-fin.EC","Economics","354"
"CC BY-NC-SA 4.0","q-fin.GN","General Finance","67"
"CC BY-NC-SA 4.0","q-fin.MF","Mathematical Finance","46"
"CC BY-NC-SA 4.0","q-fin.PM","Portfolio Management","64"
"CC BY-NC-SA 4.0","q-fin.PR","Pricing of Securities","26"
"CC BY-NC-SA 4.0","q-fin.RM","Risk Management","68"
"CC BY-NC-SA 4.0","q-fin.ST","Statistical Finance","83"
"CC BY-NC-SA 4.0","q-fin.TR","Trading and Market Microstructure","61"
"CC BY-NC-SA 4.0","quant-ph","Quantum Physics","1711"
"CC BY-NC-SA 4.0","stat.AP","Applications","823"
"CC BY-NC-SA 4.0","stat.CO","Computation","210"
"CC BY-NC-SA 4.0","stat.ME","Methodology","1011"
"CC BY-NC-SA 4.0","stat.ML","Machine Learning","1980"
"CC BY-NC-SA 4.0","stat.OT","Other Statistics","83"
"CC BY-NC-SA 4.0","stat.TH","Statistics Theory","424"
"CC BY-SA 4.0","astro-ph.CO","Cosmology and Nongalactic Astrophysics","209"
"CC BY-SA 4.0","astro-ph.EP","Earth and Planetary Astrophysics","233"
"CC BY-SA 4.0","astro-ph.GA","Astrophysics of Galaxies","414"
"CC BY-SA 4.0","astro-ph.HE","High Energy Astrophysical Phenomena","378"
"CC BY-SA 4.0","astro-ph.IM","Instrumentation and Methods for Astrophysics","358"
"CC BY-SA 4.0","astro-ph.SR","Solar and Stellar Astrophysics","312"
"CC BY-SA 4.0","cond-mat.dis-nn","Disordered Systems and Neural Networks","85"
"CC BY-SA 4.0","cond-mat.mes-hall","Mesoscale and Nanoscale Physics","256"
"CC BY-SA 4.0","cond-mat.mtrl-sci","Materials Science","523"
"CC BY-SA 4.0","cond-mat.other","Other Condensed Matter","35"
"CC BY-SA 4.0","cond-mat.quant-gas","Quantum Gases","59"
"CC BY-SA 4.0","cond-mat.soft","Soft Condensed Matter","195"
"CC BY-SA 4.0","cond-mat.stat-mech","Statistical Mechanics","217"
"CC BY-SA 4.0","cond-mat.str-el","Strongly Correlated Electrons","166"
"CC BY-SA 4.0","cond-mat.supr-con","Superconductivity","45"
"CC BY-SA 4.0","cs.AI","Artificial Intelligence","4171"
"CC BY-SA 4.0","cs.AR","Hardware Architecture","201"
"CC BY-SA 4.0","cs.CC","Computational Complexity","121"
"CC BY-SA 4.0","cs.CE","Computational Engineering, Finance, and Science","178"
"CC BY-SA 4.0","cs.CG","Computational Geometry","70"
"CC BY-SA 4.0","cs.CL","Computation and Language","3663"
"CC BY-SA 4.0","cs.CR","Cryptography and Security","847"
"CC BY-SA 4.0","cs.CV","Computer Vision and Pattern Recognition","3262"
"CC BY-SA 4.0","cs.CY","Computers and Society","784"
"CC BY-SA 4.0","cs.DB","Databases","184"
"CC BY-SA 4.0","cs.DC","Distributed, Parallel, and Cluster Computing","489"
"CC BY-SA 4.0","cs.DL","Digital Libraries","157"
"CC BY-SA 4.0","cs.DM","Discrete Mathematics","127"
"CC BY-SA 4.0","cs.DS","Data Structures and Algorithms","256"
"CC BY-SA 4.0","cs.ET","Emerging Technologies","104"
"CC BY-SA 4.0","cs.FL","Formal Languages and Automata Theory","56"
"CC BY-SA 4.0","cs.GL","General Literature","7"
"CC BY-SA 4.0","cs.GR","Graphics","220"
"CC BY-SA 4.0","cs.GT","Computer Science and Game Theory","123"
"CC BY-SA 4.0","cs.HC","Human-Computer Interaction","847"
"CC BY-SA 4.0","cs.IR","Information Retrieval","542"
"CC BY-SA 4.0","cs.IT","Information Theory","294"
"CC BY-SA 4.0","cs.LG","Machine Learning","4996"
"CC BY-SA 4.0","cs.LO","Logic in Computer Science","270"
"CC BY-SA 4.0","cs.MA","Multiagent Systems","177"
"CC BY-SA 4.0","cs.MM","Multimedia","153"
"CC BY-SA 4.0","cs.MS","Mathematical Software","52"
"CC BY-SA 4.0","cs.NA","Numerical Analysis","386"
"CC BY-SA 4.0","cs.NE","Neural and Evolutionary Computing","297"
"CC BY-SA 4.0","cs.NI","Networking and Internet Architecture","344"
"CC BY-SA 4.0","cs.OH","Other Computer Science","9"
"CC BY-SA 4.0","cs.OS","Operating Systems","38"
"CC BY-SA 4.0","cs.PF","Performance","115"
"CC BY-SA 4.0","cs.PL","Programming Languages","272"
"CC BY-SA 4.0","cs.RO","Robotics","889"
"CC BY-SA 4.0","cs.SC","Symbolic Computation","37"
"CC BY-SA 4.0","cs.SD","Sound","590"
"CC BY-SA 4.0","cs.SE","Software Engineering","666"
"CC BY-SA 4.0","cs.SI","Social and Information Networks","337"
"CC BY-SA 4.0","cs.SY","Systems and Control","646"
"CC BY-SA 4.0","econ.EM","Econometrics","62"
"CC BY-SA 4.0","econ.GN","General Economics","125"
"CC BY-SA 4.0","econ.TH","Theoretical Economics","32"
"CC BY-SA 4.0","eess.AS","Audio and Speech Processing","664"
"CC BY-SA 4.0","eess.IV","Image and Video Processing","569"
"CC BY-SA 4.0","eess.SP","Signal Processing","536"
"CC BY-SA 4.0","eess.SY","Systems and Control","637"
"CC BY-SA 4.0","gr-qc","General Relativity and Quantum Cosmology","279"
"CC BY-SA 4.0","hep-ex","High Energy Physics - Experiment","277"
"CC BY-SA 4.0","hep-lat","High Energy Physics - Lattice","64"
"CC BY-SA 4.0","hep-ph","High Energy Physics - Phenomenology","458"
"CC BY-SA 4.0","hep-th","High Energy Physics - Theory","431"
"CC BY-SA 4.0","math-ph","Mathematical Physics","648"
"CC BY-SA 4.0","math.AC","Commutative Algebra","111"
"CC BY-SA 4.0","math.AG","Algebraic Geometry","564"
"CC BY-SA 4.0","math.AP","Analysis of PDEs","302"
"CC BY-SA 4.0","math.AT","Algebraic Topology","107"
"CC BY-SA 4.0","math.CA","Classical Analysis and ODEs","236"
"CC BY-SA 4.0","math.CO","Combinatorics","596"
"CC BY-SA 4.0","math.CT","Category Theory","115"
"CC BY-SA 4.0","math.CV","Complex Variables","100"
"CC BY-SA 4.0","math.DG","Differential Geometry","415"
"CC BY-SA 4.0","math.DS","Dynamical Systems","256"
"CC BY-SA 4.0","math.FA","Functional Analysis","200"
"CC BY-SA 4.0","math.GM","General Mathematics","68"
"CC BY-SA 4.0","math.GN","General Topology","35"
"CC BY-SA 4.0","math.GR","Group Theory","118"
"CC BY-SA 4.0","math.GT","Geometric Topology","105"
"CC BY-SA 4.0","math.HO","History and Overview","64"
"CC BY-SA 4.0","math.IT","Information Theory","294"
"CC BY-SA 4.0","math.KT","K-Theory and Homology","54"
