"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"1963","CC BY-ND 4.0","France","294000"
"1964","CC BY-ND 4.0","France, Metropolitan","0"
"1965","CC BY-ND 4.0","French Guiana","1"
"1966","CC BY-ND 4.0","French Polynesia","4"
"1967","CC BY-ND 4.0","French Southern Territories","1"
"1968","CC BY-ND 4.0","Gabon","0"
"1969","CC BY-ND 4.0","Gambia","14"
"1970","CC BY-ND 4.0","Georgia","650"
"1971","CC BY-ND 4.0","Germany","10200000"
"1972","CC BY-ND 4.0","Ghana","7450"
"1973","CC BY-ND 4.0","Gibraltar","5"
"1974","CC BY-ND 4.0","Greece","13800"
"1975","CC BY-ND 4.0","Greenland","14"
"1976","CC BY-ND 4.0","Grenada","5"
"1977","CC BY-ND 4.0","Guadeloupe","0"
"1978","CC BY-ND 4.0","Guam","0"
"1979","CC BY-ND 4.0","Guatemala","323"
"1980","CC BY-ND 4.0","Guinea","2"
"1981","CC BY-ND 4.0","Guinea-Bissau","6"
"1982","CC BY-ND 4.0","Guyana","41"
"1983","CC BY-ND 4.0","Haiti","6"
"1984","CC BY-ND 4.0","Heard Island and Mcdonald Islands","1"
"1985","CC BY-ND 4.0","Holy See (Vatican City State)","52"
"1986","CC BY-ND 4.0","Honduras","81"
"1987","CC BY-ND 4.0","Hong Kong","46000"
"1988","CC BY-ND 4.0","Hungary","17600"
"1989","CC BY-ND 4.0","Iceland","6730"
"1990","CC BY-ND 4.0","India","163000"
"1991","CC BY-ND 4.0","Indonesia","283000"
"1992","CC BY-ND 4.0","Iran, Islamic Republic of","117000"
"1993","CC BY-ND 4.0","Iraq","28200"
"1994","CC BY-ND 4.0","Ireland","119000"
"1995","CC BY-ND 4.0","Israel","8470"
"1996","CC BY-ND 4.0","Italy","202000"
"1997","CC BY-ND 4.0","Jamaica","89"
"1998","CC BY-ND 4.0","Japan","119000"
"1999","CC BY-ND 4.0","Jordan","1150"
"2000","CC BY-ND 4.0","Kazakhstan","3300"
"2001","CC BY-ND 4.0","Kenya","6030"
"2002","CC BY-ND 4.0","Kiribati","2"
"2003","CC BY-ND 4.0","Korea, Democratic People's Republic of","0"
"2004","CC BY-ND 4.0","Korea, Republic of","144000"
"2005","CC BY-ND 4.0","Kuwait","60"
"2006","CC BY-ND 4.0","Kyrgyzstan","96"
"2007","CC BY-ND 4.0","Lao People's Democratic Republic","6"
"2008","CC BY-ND 4.0","Latvia","3070"
"2009","CC BY-ND 4.0","Lebanon","1730"
"2010","CC BY-ND 4.0","Lesotho","102"
"2011","CC BY-ND 4.0","Liberia","7"
"2012","CC BY-ND 4.0","Libyan Arab Jamahiriya","6180"
"2013","CC BY-ND 4.0","Liechtenstein","46"
"2014","CC BY-ND 4.0","Lithuania","27200"
"2015","CC BY-ND 4.0","Luxembourg","11500"
"2016","CC BY-ND 4.0","Macao","40"
"2017","CC BY-ND 4.0","Macedonia, the Former Yugosalv Republic of","959"
"2018","CC BY-ND 4.0","Madagascar","1980"
"2019","CC BY-ND 4.0","Malawi","354"
"2020","CC BY-ND 4.0","Malaysia","18800"
"2021","CC BY-ND 4.0","Maldives","88"
"2022","CC BY-ND 4.0","Mali","6"
"2023","CC BY-ND 4.0","Malta","1650"
"2024","CC BY-ND 4.0","Marshall Islands","0"
"2025","CC BY-ND 4.0","Martinique","4"
"2026","CC BY-ND 4.0","Mauritania","5"
"2027","CC BY-ND 4.0","Mauritius","44"
"2028","CC BY-ND 4.0","Mayotte","0"
"2029","CC BY-ND 4.0","Mexico","53700"
"2030","CC BY-ND 4.0","Micronesia, Federated States of","6"
"2031","CC BY-ND 4.0","Moldova, Republic of","928"
"2032","CC BY-ND 4.0","Monaco","8"
"2033","CC BY-ND 4.0","Mongolia","94"
"2034","CC BY-ND 4.0","Montserrat","0"
"2035","CC BY-ND 4.0","Morocco","918"
"2036","CC BY-ND 4.0","Mozambique","163"
"2037","CC BY-ND 4.0","Myanmar","53"
"2038","CC BY-ND 4.0","Namibia","211"
"2039","CC BY-ND 4.0","Nauru","2"
"2040","CC BY-ND 4.0","Nepal","3750"
"2041","CC BY-ND 4.0","Netherlands","184000"
"2042","CC BY-ND 4.0","Netherlands Antilles","0"
"2043","CC BY-ND 4.0","New Caledonia","20"
"2044","CC BY-ND 4.0","New Zealand","33700"
"2045","CC BY-ND 4.0","Nicaragua","6120"
"2046","CC BY-ND 4.0","Niger","7"
"2047","CC BY-ND 4.0","Nigeria","22700"
"2048","CC BY-ND 4.0","Niue","1"
"2049","CC BY-ND 4.0","Norfolk Island","3"
"2050","CC BY-ND 4.0","Northern Mariana Islands","2"
"2051","CC BY-ND 4.0","Norway","25300"
"2052","CC BY-ND 4.0","Oman","2080"
"2053","CC BY-ND 4.0","Pakistan","13400"
"2054","CC BY-ND 4.0","Palau","3"
"2055","CC BY-ND 4.0","Palestinian Territory","314"
"2056","CC BY-ND 4.0","Panama","2040"
"2057","CC BY-ND 4.0","Papua New Guinea","342"
"2058","CC BY-ND 4.0","Paraguay","677"
"2059","CC BY-ND 4.0","Peru","28800"
"2060","CC BY-ND 4.0","Philippines","8620"
"2061","CC BY-ND 4.0","Pitcairn","0"
"2062","CC BY-ND 4.0","Poland","176000"
"2063","CC BY-ND 4.0","Portugal","26600"
"2064","CC BY-ND 4.0","Puerto Rico","286"
"2065","CC BY-ND 4.0","Qatar","6820"
"2066","CC BY-ND 4.0","Reunion","2350"
"2067","CC BY-ND 4.0","Romania","12000"
"2068","CC BY-ND 4.0","Russian Federation","126000"
"2069","CC BY-ND 4.0","Rwanda","3320"
"2070","CC BY-ND 4.0","Saint Helena","31"
"2071","CC BY-ND 4.0","Saint Kitts and Nevis","2"
"2072","CC BY-ND 4.0","Saint Lucia","6"
"2073","CC BY-ND 4.0","Saint Pierre and Miquelon","5"
"2074","CC BY-ND 4.0","Saint Vincent and the Grenadines","6"
"2075","CC BY-ND 4.0","Samoa","10"
"2076","CC BY-ND 4.0","San Marino","10"
"2077","CC BY-ND 4.0","Sao Tome and Principe","26"
"2078","CC BY-ND 4.0","Saudi Arabia","7290"
"2079","CC BY-ND 4.0","Senegal","47"
"2080","CC BY-ND 4.0","Serbia and Montenegro","362000000"
"2081","CC BY-ND 4.0","Seychelles","3"
"2082","CC BY-ND 4.0","Sierra Leone","44"
"2083","CC BY-ND 4.0","Singapore","61500"
"2084","CC BY-ND 4.0","Slovakia","4070"
"2085","CC BY-ND 4.0","Slovenia","85100"
"2086","CC BY-ND 4.0","Solomon Islands","3"
"2087","CC BY-ND 4.0","Somalia","3290"
"2088","CC BY-ND 4.0","South Africa","99000"
"2089","CC BY-ND 4.0","South Georgia and the South Sandwich Islands","1"
"2090","CC BY-ND 4.0","Spain","182000"
"2091","CC BY-ND 4.0","Sri Lanka","1420"
"2092","CC BY-ND 4.0","Sudan","45"
"2093","CC BY-ND 4.0","Suriname","4"
"2094","CC BY-ND 4.0","Svalbard and Jan Mayen","0"
"2095","CC BY-ND 4.0","Swaziland","4"
"2096","CC BY-ND 4.0","Sweden","67300"
"2097","CC BY-ND 4.0","Switzerland","199000"
"2098","CC BY-ND 4.0","Syrian Arab Republic","480"
"2099","CC BY-ND 4.0","Taiwan, Province of China","5160"
"2100","CC BY-ND 4.0","Tajikistan","267"
"2101","CC BY-ND 4.0","Tanzania, United Republic of","1440"
"2102","CC BY-ND 4.0","Thailand","9240"
"2103","CC BY-ND 4.0","Togo","20"
"2104","CC BY-ND 4.0","Tokelau","0"
"2105","CC BY-ND 4.0","Tonga","271"
"2106","CC BY-ND 4.0","Trinidad and Tobago","90"
"2107","CC BY-ND 4.0","Tunisia","640"
"2108","CC BY-ND 4.0","Turkey","91400"
"2109","CC BY-ND 4.0","Turkmenistan","5"
"2110","CC BY-ND 4.0","Turks and Caicos Islands","2"
"2111","CC BY-ND 4.0","Tuvalu","1"
"2112","CC BY-ND 4.0","Uganda","5040"
"2113","CC BY-ND 4.0","Ukraine","36300"
"2114","CC BY-ND 4.0","United Arab Emirates","3450"
"2115","CC BY-ND 4.0","United Kingdom","4360000"
"2116","CC BY-ND 4.0","United States","349000000"
"2117","CC BY-ND 4.0","United States Minor Outlying Islands","0"
"2118","CC BY-ND 4.0","Uruguay","2530"
"2119","CC BY-ND 4.0","Uzbekistan","5370"
"2120","CC BY-ND 4.0","Vanuatu","3"
"2121","CC BY-ND 4.0","Venezuela","5280"
"2122","CC BY-ND 4.0","Vietnam","10500"
"2123","CC BY-ND 4.0","Virgin Islands, British","1450"
"2124","CC BY-ND 4.0","Virgin Islands, U.S.","1210"
"2125","CC BY-ND 4.0","Wallis and Futuna","3"
"2126","CC BY-ND 4.0","Western Sahara","0"
"2127","CC BY-ND 4.0","Yemen","620"
"2128","CC BY-ND 4.0","Yugoslavia","0"
"2129","CC BY-ND 4.0","Zambia","3610"
"2130","CC BY-ND 4.0","Zimbabwe","709"
"2131","CC BY-SA 4.0","Afghanistan","96"
"2132","CC BY-SA 4.0","Albania","44"
"2133","CC BY-SA 4.0","Algeria","1270"
"2134","CC BY-SA 4.0","American Samoa","3"
"2135","CC BY-SA 4.0","Andorra","3"
"2136","CC BY-SA 4.0","Angola","36"
"2137","CC BY-SA 4.0","Anguilla","1"
"2138","CC BY-SA 4.0","Antarctica","3"
"2139","CC BY-SA 4.0","Antigua and Barbuda","3"
"2140","CC BY-SA 4.0","Argentina","31200"
"2141","CC BY-SA 4.0","Armenia","3000"
"2142","CC BY-SA 4.0","Aruba","153"
"2143","CC BY-SA 4.0","Australia","63700"
"2144","CC BY-SA 4.0","Austria","16900"
"2145","CC BY-SA 4.0","Azerbaijan","953"
"2146","CC BY-SA 4.0","Bahamas","1"
"2147","CC BY-SA 4.0","Bahrain","15"
"2148","CC BY-SA 4.0","Bangladesh","320"
"2149","CC BY-SA 4.0","Barbados","3"
"2150","CC BY-SA 4.0","Belarus","113"
"2151","CC BY-SA 4.0","Belgium","19500"
"2152","CC BY-SA 4.0","Belize","2"
"2153","CC BY-SA 4.0","Benin","187"
"2154","CC BY-SA 4.0","Bermuda","4"
"2155","CC BY-SA 4.0","Bhutan","9"
"2156","CC BY-SA 4.0","Bolivia","747"
"2157","CC BY-SA 4.0","Bosnia and Herzegovina","704"
"2158","CC BY-SA 4.0","Botswana","51"
"2159","CC BY-SA 4.0","Bouvet Island","0"
"2160","CC BY-SA 4.0","Brazil","92400"
"2161","CC BY-SA 4.0","British Indian Ocean Territory","0"
"2162","CC BY-SA 4.0","Brunei Darussalam","8"
"2163","CC BY-SA 4.0","Bulgaria","3330"
"2164","CC BY-SA 4.0","Burkina Faso","10"
"2165","CC BY-SA 4.0","Burundi","6"
"2166","CC BY-SA 4.0","Cambodia","41"
"2167","CC BY-SA 4.0","Cameroon","38"
"2168","CC BY-SA 4.0","Canada","61100"
"2169","CC BY-SA 4.0","Cape Verde","5"
"2170","CC BY-SA 4.0","Cayman Islands","1"
"2171","CC BY-SA 4.0","Central African Republic","0"
"2172","CC BY-SA 4.0","Chad","3"
"2173","CC BY-SA 4.0","Chile","5080"
"2174","CC BY-SA 4.0","China","19800"
"2175","CC BY-SA 4.0","Christmas Island","5"
"2176","CC BY-SA 4.0","Cocos (Keeling) Islands","0"
"2177","CC BY-SA 4.0","Colombia","19400"
"2178","CC BY-SA 4.0","Comoros","0"
"2179","CC BY-SA 4.0","Congo","8"
"2180","CC BY-SA 4.0","Congo, the Democratic Republic of the","14"
"2181","CC BY-SA 4.0","Cook Islands","31"
"2182","CC BY-SA 4.0","Costa Rica","4310"
"2183","CC BY-SA 4.0","Cote D'ivoire","9"
"2184","CC BY-SA 4.0","Croatia (Hrvatska)","7450"
"2185","CC BY-SA 4.0","Cuba","2900"
"2186","CC BY-SA 4.0","Cyprus","285"
"2187","CC BY-SA 4.0","Czech Republic","11100"
"2188","CC BY-SA 4.0","Denmark","12900"
"2189","CC BY-SA 4.0","Djibouti","1"
"2190","CC BY-SA 4.0","Dominica","0"
"2191","CC BY-SA 4.0","Dominican Republic","91"
"2192","CC BY-SA 4.0","East Timor","0"
"2193","CC BY-SA 4.0","Ecuador","13900"
"2194","CC BY-SA 4.0","Egypt","1640"
"2195","CC BY-SA 4.0","El Salvador","132"
"2196","CC BY-SA 4.0","Equatorial Guinea","0"
"2197","CC BY-SA 4.0","Eritrea","1"
"2198","CC BY-SA 4.0","Estonia","583"
"2199","CC BY-SA 4.0","Ethiopia","481"
"2200","CC BY-SA 4.0","European Union","0"
"2201","CC BY-SA 4.0","Falkland Islands (Malvinas)","7"
"2202","CC BY-SA 4.0","Faroe Islands","65"
"2203","CC BY-SA 4.0","Fiji","79"
"2204","CC BY-SA 4.0","Finland","25500"
"2205","CC BY-SA 4.0","France","143000"
"2206","CC BY-SA 4.0","France, Metropolitan","0"
"2207","CC BY-SA 4.0","French Guiana","1"
"2208","CC BY-SA 4.0","French Polynesia","3"
"2209","CC BY-SA 4.0","French Southern Territories","1"
"2210","CC BY-SA 4.0","Gabon","0"
"2211","CC BY-SA 4.0","Gambia","4"
"2212","CC BY-SA 4.0","Georgia","295"
"2213","CC BY-SA 4.0","Germany","623000"
"2214","CC BY-SA 4.0","Ghana","1890"
"2215","CC BY-SA 4.0","Gibraltar","3"
"2216","CC BY-SA 4.0","Greece","6010"
"2217","CC BY-SA 4.0","Greenland","10"
"2218","CC BY-SA 4.0","Grenada","2"
"2219","CC BY-SA 4.0","Guadeloupe","0"
"2220","CC BY-SA 4.0","Guam","0"
"2221","CC BY-SA 4.0","Guatemala","124"
"2222","CC BY-SA 4.0","Guinea","1"
"2223","CC BY-SA 4.0","Guinea-Bissau","1"
"2224","CC BY-SA 4.0","Guyana","6"
"2225","CC BY-SA 4.0","Haiti","7"
"2226","CC BY-SA 4.0","Heard Island and Mcdonald Islands","0"
"2227","CC BY-SA 4.0","Holy See (Vatican City State)","4"
"2228","CC BY-SA 4.0","Honduras","48"
"2229","CC BY-SA 4.0","Hong Kong","9420"
"2230","CC BY-SA 4.0","Hungary","6760"
"2231","CC BY-SA 4.0","Iceland","895"
"2232","CC BY-SA 4.0","India","32900"
"2233","CC BY-SA 4.0","Indonesia","93000"
"2234","CC BY-SA 4.0","Iran, Islamic Republic of","34200"
"2235","CC BY-SA 4.0","Iraq","6350"
"2236","CC BY-SA 4.0","Ireland","41300"
"2237","CC BY-SA 4.0","Israel","779"
"2238","CC BY-SA 4.0","Italy","65200"
"2239","CC BY-SA 4.0","Jamaica","8"
"2240","CC BY-SA 4.0","Japan","27900"
"2241","CC BY-SA 4.0","Jordan","270"
"2242","CC BY-SA 4.0","Kazakhstan","483"
"2243","CC BY-SA 4.0","Kenya","2560"
"2244","CC BY-SA 4.0","Kiribati","0"
"2245","CC BY-SA 4.0","Korea, Democratic People's Republic of","0"
"2246","CC BY-SA 4.0","Korea, Republic of","40300"
"2247","CC BY-SA 4.0","Kuwait","9"
"2248","CC BY-SA 4.0","Kyrgyzstan","37"
"2249","CC BY-SA 4.0","Lao People's Democratic Republic","2"
"2250","CC BY-SA 4.0","Latvia","572"
"2251","CC BY-SA 4.0","Lebanon","712"
"2252","CC BY-SA 4.0","Lesotho","33"
"2253","CC BY-SA 4.0","Liberia","3"
"2254","CC BY-SA 4.0","Libyan Arab Jamahiriya","662"
"2255","CC BY-SA 4.0","Liechtenstein","17"
"2256","CC BY-SA 4.0","Lithuania","12400"
"2257","CC BY-SA 4.0","Luxembourg","2960"
"2258","CC BY-SA 4.0","Macao","9"
"2259","CC BY-SA 4.0","Macedonia, the Former Yugosalv Republic of","170"
"2260","CC BY-SA 4.0","Madagascar","2570"
"2261","CC BY-SA 4.0","Malawi","56"
"2262","CC BY-SA 4.0","Malaysia","6470"
"2263","CC BY-SA 4.0","Maldives","25"
"2264","CC BY-SA 4.0","Mali","4"
"2265","CC BY-SA 4.0","Malta","341"
"2266","CC BY-SA 4.0","Marshall Islands","0"
"2267","CC BY-SA 4.0","Martinique","4"
"2268","CC BY-SA 4.0","Mauritania","5"
"2269","CC BY-SA 4.0","Mauritius","23"
"2270","CC BY-SA 4.0","Mayotte","0"
"2271","CC BY-SA 4.0","Mexico","17000"
"2272","CC BY-SA 4.0","Micronesia, Federated States of","2"
"2273","CC BY-SA 4.0","Moldova, Republic of","269"
"2274","CC BY-SA 4.0","Monaco","3"
"2275","CC BY-SA 4.0","Mongolia","17"
"2276","CC BY-SA 4.0","Montserrat","0"
"2277","CC BY-SA 4.0","Morocco","172"
"2278","CC BY-SA 4.0","Mozambique","57"
"2279","CC BY-SA 4.0","Myanmar","10"
"2280","CC BY-SA 4.0","Namibia","38"
"2281","CC BY-SA 4.0","Nauru","2"
"2282","CC BY-SA 4.0","Nepal","457"
"2283","CC BY-SA 4.0","Netherlands","67000"
"2284","CC BY-SA 4.0","Netherlands Antilles","0"
"2285","CC BY-SA 4.0","New Caledonia","13"
"2286","CC BY-SA 4.0","New Zealand","4470"
"2287","CC BY-SA 4.0","Nicaragua","13900"
"2288","CC BY-SA 4.0","Niger","2"
"2289","CC BY-SA 4.0","Nigeria","6340"
"2290","CC BY-SA 4.0","Niue","1"
"2291","CC BY-SA 4.0","Norfolk Island","2"
"2292","CC BY-SA 4.0","Northern Mariana Islands","1"
"2293","CC BY-SA 4.0","Norway","4050"
"2294","CC BY-SA 4.0","Oman","348"
"2295","CC BY-SA 4.0","Pakistan","3950"
"2296","CC BY-SA 4.0","Palau","1"
"2297","CC BY-SA 4.0","Palestinian Territory","98"
"2298","CC BY-SA 4.0","Panama","2280"
"2299","CC BY-SA 4.0","Papua New Guinea","23"
"2300","CC BY-SA 4.0","Paraguay","169"
"2301","CC BY-SA 4.0","Peru","13700"
"2302","CC BY-SA 4.0","Philippines","3010"
"2303","CC BY-SA 4.0","Pitcairn","0"
"2304","CC BY-SA 4.0","Poland","136000"
"2305","CC BY-SA 4.0","Portugal","10700"
"2306","CC BY-SA 4.0","Puerto Rico","66"
"2307","CC BY-SA 4.0","Qatar","1280"
"2308","CC BY-SA 4.0","Reunion","32"
"2309","CC BY-SA 4.0","Romania","4420"
"2310","CC BY-SA 4.0","Russian Federation","48600"
"2311","CC BY-SA 4.0","Rwanda","2710"
"2312","CC BY-SA 4.0","Saint Helena","8"
"2313","CC BY-SA 4.0","Saint Kitts and Nevis","2"
"2314","CC BY-SA 4.0","Saint Lucia","5"
"2315","CC BY-SA 4.0","Saint Pierre and Miquelon","12"
"2316","CC BY-SA 4.0","Saint Vincent and the Grenadines","3"
"2317","CC BY-SA 4.0","Samoa","5"
"2318","CC BY-SA 4.0","San Marino","8"
"2319","CC BY-SA 4.0","Sao Tome and Principe","6"
"2320","CC BY-SA 4.0","Saudi Arabia","6500"
"2321","CC BY-SA 4.0","Senegal","10"
"2322","CC BY-SA 4.0","Serbia and Montenegro","190000000"
"2323","CC BY-SA 4.0","Seychelles","2"
"2324","CC BY-SA 4.0","Sierra Leone","10"
"2325","CC BY-SA 4.0","Singapore","14000"
"2326","CC BY-SA 4.0","Slovakia","2890"
"2327","CC BY-SA 4.0","Slovenia","8830"
"2328","CC BY-SA 4.0","Solomon Islands","1"
"2329","CC BY-SA 4.0","Somalia","2490"
"2330","CC BY-SA 4.0","South Africa","37800"
"2331","CC BY-SA 4.0","South Georgia and the South Sandwich Islands","0"
"2332","CC BY-SA 4.0","Spain","76300"
"2333","CC BY-SA 4.0","Sri Lanka","428"
"2334","CC BY-SA 4.0","Sudan","10"
"2335","CC BY-SA 4.0","Suriname","3"
"2336","CC BY-SA 4.0","Svalbard and Jan Mayen","0"
"2337","CC BY-SA 4.0","Swaziland","3"
"2338","CC BY-SA 4.0","Sweden","20200"
"2339","CC BY-SA 4.0","Switzerland","55800"
"2340","CC BY-SA 4.0","Syrian Arab Republic","166"
"2341","CC BY-SA 4.0","Taiwan, Province of China","1500"
"2342","CC BY-SA 4.0","Tajikistan","73"
"2343","CC BY-SA 4.0","Tanzania, United Republic of","443"
"2344","CC BY-SA 4.0","Thailand","1910"
"2345","CC BY-SA 4.0","Togo","4"
"2346","CC BY-SA 4.0","Tokelau","0"
"2347","CC BY-SA 4.0","Tonga","53"
"2348","CC BY-SA 4.0","Trinidad and Tobago","7"
"2349","CC BY-SA 4.0","Tunisia","74"
"2350","CC BY-SA 4.0","Turkey","22300"
"2351","CC BY-SA 4.0","Turkmenistan","2"
"2352","CC BY-SA 4.0","Turks and Caicos Islands","0"
"2353","CC BY-SA 4.0","Tuvalu","1"
"2354","CC BY-SA 4.0","Uganda","1300"
"2355","CC BY-SA 4.0","Ukraine","8630"
"2356","CC BY-SA 4.0","United Arab Emirates","784"
"2357","CC BY-SA 4.0","United Kingdom","213000"
"2358","CC BY-SA 4.0","United States","159000000"
"2359","CC BY-SA 4.0","United States Minor Outlying Islands","0"
"2360","CC BY-SA 4.0","Uruguay","572"
"2361","CC BY-SA 4.0","Uzbekistan","586"
"2362","CC BY-SA 4.0","Vanuatu","2"
"2363","CC BY-SA 4.0","Venezuela","3270"
"2364","CC BY-SA 4.0","Vietnam","2960"
"2365","CC BY-SA 4.0","Virgin Islands, British","395"
"2366","CC BY-SA 4.0","Virgin Islands, U.S.","700"
"2367","CC BY-SA 4.0","Wallis and Futuna","3"
"2368","CC BY-SA 4.0","Western Sahara","0"
"2369","CC BY-SA 4.0","Yemen","121"
"2370","CC BY-SA 4.0","Yugoslavia","0"
"2371","CC BY-SA 4.0","Zambia","54"
"2372","CC BY-SA 4.0","Zimbabwe","68"
"2373","PDM 1.0","Afghanistan","0"
"2374","PDM 1.0","Albania","1"
"2375","PDM 1.0","Algeria","1"
"2376","PDM 1.0","American Samoa","0"
"2377","PDM 1.0","Andorra","0"
"2378","PDM 1.0","Angola","0"
"2379","PDM 1.0","Anguilla","0"
"2380","PDM 1.0","Antarctica","0"
"2381","PDM 1.0","Antigua and Barbuda","0"
"2382","PDM 1.0","Argentina","38"
"2383","PDM 1.0","Armenia","8"
"2384","PDM 1.0","Aruba","1010"
"2385","PDM 1.0","Australia","1570"
"2386","PDM 1.0","Austria","618"
"2387","PDM 1.0","Azerbaijan","0"
"2388","PDM 1.0","Bahamas","0"
"2389","PDM 1.0","Bahrain","0"
"2390","PDM 1.0","Bangladesh","5"
"2391","PDM 1.0","Barbados","0"
"2392","PDM 1.0","Belarus","5"
"2393","PDM 1.0","Belgium","618"
"2394","PDM 1.0","Belize","0"
"2395","PDM 1.0","Benin","6"
"2396","PDM 1.0","Bermuda","0"
"2397","PDM 1.0","Bhutan","1"
"2398","PDM 1.0","Bolivia","1"
"2399","PDM 1.0","Bosnia and Herzegovina","6"
"2400","PDM 1.0","Botswana","0"
"2401","PDM 1.0","Bouvet Island","0"
"2402","PDM 1.0","Brazil","294"
"2403","PDM 1.0","British Indian Ocean Territory","0"
"2404","PDM 1.0","Brunei Darussalam","3"
"2405","PDM 1.0","Bulgaria","17"
"2406","PDM 1.0","Burkina Faso","0"
"2407","PDM 1.0","Burundi","1"
"2408","PDM 1.0","Cambodia","1"
"2409","PDM 1.0","Cameroon","0"
"2410","PDM 1.0","Canada","1270"
"2411","PDM 1.0","Cape Verde","0"
"2412","PDM 1.0","Cayman Islands","0"
"2413","PDM 1.0","Central African Republic","0"
"2414","PDM 1.0","Chad","0"
"2415","PDM 1.0","Chile","46"
"2416","PDM 1.0","China","5590"
"2417","PDM 1.0","Christmas Island","1"
"2418","PDM 1.0","Cocos (Keeling) Islands","0"
"2419","PDM 1.0","Colombia","49"
"2420","PDM 1.0","Comoros","0"
"2421","PDM 1.0","Congo","0"
"2422","PDM 1.0","Congo, the Democratic Republic of the","0"
"2423","PDM 1.0","Cook Islands","3"
"2424","PDM 1.0","Costa Rica","4"
"2425","PDM 1.0","Cote D'ivoire","0"
"2426","PDM 1.0","Croatia (Hrvatska)","27"
"2427","PDM 1.0","Cuba","3"
"2428","PDM 1.0","Cyprus","5"
"2429","PDM 1.0","Czech Republic","2930"
"2430","PDM 1.0","Denmark","291"
"2431","PDM 1.0","Djibouti","0"
"2432","PDM 1.0","Dominica","0"
"2433","PDM 1.0","Dominican Republic","0"
"2434","PDM 1.0","East Timor","0"
"2435","PDM 1.0","Ecuador","7"
"2436","PDM 1.0","Egypt","4"
"2437","PDM 1.0","El Salvador","129"
"2438","PDM 1.0","Equatorial Guinea","0"
"2439","PDM 1.0","Eritrea","0"
"2440","PDM 1.0","Estonia","656"
"2441","PDM 1.0","Ethiopia","10"
"2442","PDM 1.0","European Union","0"
"2443","PDM 1.0","Falkland Islands (Malvinas)","0"
"2444","PDM 1.0","Faroe Islands","1"
"2445","PDM 1.0","Fiji","7"
"2446","PDM 1.0","Finland","648"
"2447","PDM 1.0","France","2990"
"2448","PDM 1.0","France, Metropolitan","0"
"2449","PDM 1.0","French Guiana","0"
"2450","PDM 1.0","French Polynesia","0"
"2451","PDM 1.0","French Southern Territories","0"
"2452","PDM 1.0","Gabon","0"
"2453","PDM 1.0","Gambia","0"
"2454","PDM 1.0","Georgia","0"
"2455","PDM 1.0","Germany","32300"
"2456","PDM 1.0","Ghana","5"
"2457","PDM 1.0","Gibraltar","0"
"2458","PDM 1.0","Greece","49"
"2459","PDM 1.0","Greenland","0"
"2460","PDM 1.0","Grenada","0"
"2461","PDM 1.0","Guadeloupe","0"
"2462","PDM 1.0","Guam","0"
"2463","PDM 1.0","Guatemala","1"
"2464","PDM 1.0","Guinea","0"
"2465","PDM 1.0","Guinea-Bissau","0"
"2466","PDM 1.0","Guyana","0"
"2467","PDM 1.0","Haiti","0"
"2468","PDM 1.0","Heard Island and Mcdonald Islands","0"
"2469","PDM 1.0","Holy See (Vatican City State)","0"
"2470","PDM 1.0","Honduras","0"
"2471","PDM 1.0","Hong Kong","156"
"2472","PDM 1.0","Hungary","67"
"2473","PDM 1.0","Iceland","22"
"2474","PDM 1.0","India","613"
"2475","PDM 1.0","Indonesia","117"
"2476","PDM 1.0","Iran, Islamic Republic of","33"
"2477","PDM 1.0","Iraq","3"
"2478","PDM 1.0","Ireland","1120"
"2479","PDM 1.0","Israel","6"
"2480","PDM 1.0","Italy","1960"
"2481","PDM 1.0","Jamaica","1"
"2482","PDM 1.0","Japan","782"
"2483","PDM 1.0","Jordan","3"
"2484","PDM 1.0","Kazakhstan","0"
"2485","PDM 1.0","Kenya","10"
"2486","PDM 1.0","Kiribati","0"
"2487","PDM 1.0","Korea, Democratic People's Republic of","0"
"2488","PDM 1.0","Korea, Republic of","84"
"2489","PDM 1.0","Kuwait","0"
"2490","PDM 1.0","Kyrgyzstan","0"
"2491","PDM 1.0","Lao People's Democratic Republic","1"
"2492","PDM 1.0","Latvia","7"
"2493","PDM 1.0","Lebanon","5"
"2494","PDM 1.0","Lesotho","2"
"2495","PDM 1.0","Liberia","2"
"2496","PDM 1.0","Libyan Arab Jamahiriya","5"
"2497","PDM 1.0","Liechtenstein","2"
"2498","PDM 1.0","Lithuania","30"
"2499","PDM 1.0","Luxembourg","96"
"2500","PDM 1.0","Macao","1"
"2501","PDM 1.0","Macedonia, the Former Yugosalv Republic of","2"
"2502","PDM 1.0","Madagascar","559"
"2503","PDM 1.0","Malawi","5"
"2504","PDM 1.0","Malaysia","101"
"2505","PDM 1.0","Maldives","0"
"2506","PDM 1.0","Mali","0"
"2507","PDM 1.0","Malta","7"
"2508","PDM 1.0","Marshall Islands","0"
"2509","PDM 1.0","Martinique","0"
"2510","PDM 1.0","Mauritania","0"
"2511","PDM 1.0","Mauritius","0"
"2512","PDM 1.0","Mayotte","0"
"2513","PDM 1.0","Mexico","49"
"2514","PDM 1.0","Micronesia, Federated States of","0"
"2515","PDM 1.0","Moldova, Republic of","5"
"2516","PDM 1.0","Monaco","0"
"2517","PDM 1.0","Mongolia","3"
"2518","PDM 1.0","Montserrat","0"
"2519","PDM 1.0","Morocco","3"
"2520","PDM 1.0","Mozambique","3"
