"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"1476","CC BY-NC-ND 4.0","Faroe Islands","57"
"1477","CC BY-NC-ND 4.0","Fiji","66"
"1478","CC BY-NC-ND 4.0","Finland","26600"
"1479","CC BY-NC-ND 4.0","France","133000"
"1480","CC BY-NC-ND 4.0","France, Metropolitan","0"
"1481","CC BY-NC-ND 4.0","French Guiana","0"
"1482","CC BY-NC-ND 4.0","French Polynesia","3"
"1483","CC BY-NC-ND 4.0","French Southern Territories","0"
"1484","CC BY-NC-ND 4.0","Gabon","0"
"1485","CC BY-NC-ND 4.0","Gambia","5"
"1486","CC BY-NC-ND 4.0","Georgia","100"
"1487","CC BY-NC-ND 4.0","Germany","258000"
"1488","CC BY-NC-ND 4.0","Ghana","1450"
"1489","CC BY-NC-ND 4.0","Gibraltar","3"
"1490","CC BY-NC-ND 4.0","Greece","7170"
"1491","CC BY-NC-ND 4.0","Greenland","10"
"1492","CC BY-NC-ND 4.0","Grenada","3"
"1493","CC BY-NC-ND 4.0","Guadeloupe","0"
"1494","CC BY-NC-ND 4.0","Guam","0"
"1495","CC BY-NC-ND 4.0","Guatemala","167"
"1496","CC BY-NC-ND 4.0","Guinea","0"
"1497","CC BY-NC-ND 4.0","Guinea-Bissau","2"
"1498","CC BY-NC-ND 4.0","Guyana","1"
"1499","CC BY-NC-ND 4.0","Haiti","43"
"1500","CC BY-NC-ND 4.0","Heard Island and Mcdonald Islands","0"
"1501","CC BY-NC-ND 4.0","Holy See (Vatican City State)","5"
"1502","CC BY-NC-ND 4.0","Honduras","37"
"1503","CC BY-NC-ND 4.0","Hong Kong","18900"
"1504","CC BY-NC-ND 4.0","Hungary","6730"
"1505","CC BY-NC-ND 4.0","Iceland","3910"
"1506","CC BY-NC-ND 4.0","India","32200"
"1507","CC BY-NC-ND 4.0","Indonesia","38600"
"1508","CC BY-NC-ND 4.0","Iran, Islamic Republic of","24400"
"1509","CC BY-NC-ND 4.0","Iraq","3050"
"1510","CC BY-NC-ND 4.0","Ireland","62500"
"1511","CC BY-NC-ND 4.0","Israel","926"
"1512","CC BY-NC-ND 4.0","Italy","61700"
"1513","CC BY-NC-ND 4.0","Jamaica","6"
"1514","CC BY-NC-ND 4.0","Japan","64600"
"1515","CC BY-NC-ND 4.0","Jordan","407"
"1516","CC BY-NC-ND 4.0","Kazakhstan","1040"
"1517","CC BY-NC-ND 4.0","Kenya","2130"
"1518","CC BY-NC-ND 4.0","Kiribati","1"
"1519","CC BY-NC-ND 4.0","Korea, Democratic People's Republic of","0"
"1520","CC BY-NC-ND 4.0","Korea, Republic of","124000"
"1521","CC BY-NC-ND 4.0","Kuwait","35"
"1522","CC BY-NC-ND 4.0","Kyrgyzstan","24"
"1523","CC BY-NC-ND 4.0","Lao People's Democratic Republic","1"
"1524","CC BY-NC-ND 4.0","Latvia","715"
"1525","CC BY-NC-ND 4.0","Lebanon","930"
"1526","CC BY-NC-ND 4.0","Lesotho","5"
"1527","CC BY-NC-ND 4.0","Liberia","0"
"1528","CC BY-NC-ND 4.0","Libyan Arab Jamahiriya","1820"
"1529","CC BY-NC-ND 4.0","Liechtenstein","13"
"1530","CC BY-NC-ND 4.0","Lithuania","5580"
"1531","CC BY-NC-ND 4.0","Luxembourg","1200"
"1532","CC BY-NC-ND 4.0","Macao","31"
"1533","CC BY-NC-ND 4.0","Macedonia, the Former Yugosalv Republic of","484"
"1534","CC BY-NC-ND 4.0","Madagascar","8"
"1535","CC BY-NC-ND 4.0","Malawi","106"
"1536","CC BY-NC-ND 4.0","Malaysia","5550"
"1537","CC BY-NC-ND 4.0","Maldives","21"
"1538","CC BY-NC-ND 4.0","Mali","1"
"1539","CC BY-NC-ND 4.0","Malta","627"
"1540","CC BY-NC-ND 4.0","Marshall Islands","0"
"1541","CC BY-NC-ND 4.0","Martinique","0"
"1542","CC BY-NC-ND 4.0","Mauritania","82"
"1543","CC BY-NC-ND 4.0","Mauritius","7"
"1544","CC BY-NC-ND 4.0","Mayotte","0"
"1545","CC BY-NC-ND 4.0","Mexico","22900"
"1546","CC BY-NC-ND 4.0","Micronesia, Federated States of","0"
"1547","CC BY-NC-ND 4.0","Moldova, Republic of","211"
"1548","CC BY-NC-ND 4.0","Monaco","4"
"1549","CC BY-NC-ND 4.0","Mongolia","25"
"1550","CC BY-NC-ND 4.0","Montserrat","0"
"1551","CC BY-NC-ND 4.0","Morocco","269"
"1552","CC BY-NC-ND 4.0","Mozambique","47"
"1553","CC BY-NC-ND 4.0","Myanmar","10"
"1554","CC BY-NC-ND 4.0","Namibia","68"
"1555","CC BY-NC-ND 4.0","Nauru","0"
"1556","CC BY-NC-ND 4.0","Nepal","1250"
"1557","CC BY-NC-ND 4.0","Netherlands","49600"
"1558","CC BY-NC-ND 4.0","Netherlands Antilles","0"
"1559","CC BY-NC-ND 4.0","New Caledonia","20"
"1560","CC BY-NC-ND 4.0","New Zealand","9040"
"1561","CC BY-NC-ND 4.0","Nicaragua","2790"
"1562","CC BY-NC-ND 4.0","Niger","2"
"1563","CC BY-NC-ND 4.0","Nigeria","6780"
"1564","CC BY-NC-ND 4.0","Niue","0"
"1565","CC BY-NC-ND 4.0","Norfolk Island","2"
"1566","CC BY-NC-ND 4.0","Northern Mariana Islands","0"
"1567","CC BY-NC-ND 4.0","Norway","11800"
"1568","CC BY-NC-ND 4.0","Oman","103"
"1569","CC BY-NC-ND 4.0","Pakistan","2490"
"1570","CC BY-NC-ND 4.0","Palau","0"
"1571","CC BY-NC-ND 4.0","Palestinian Territory","75"
"1572","CC BY-NC-ND 4.0","Panama","1270"
"1573","CC BY-NC-ND 4.0","Papua New Guinea","9"
"1574","CC BY-NC-ND 4.0","Paraguay","68"
"1575","CC BY-NC-ND 4.0","Peru","19200"
"1576","CC BY-NC-ND 4.0","Philippines","2760"
"1577","CC BY-NC-ND 4.0","Pitcairn","0"
"1578","CC BY-NC-ND 4.0","Poland","64100"
"1579","CC BY-NC-ND 4.0","Portugal","12100"
"1580","CC BY-NC-ND 4.0","Puerto Rico","52"
"1581","CC BY-NC-ND 4.0","Qatar","1890"
"1582","CC BY-NC-ND 4.0","Reunion","5"
"1583","CC BY-NC-ND 4.0","Romania","5200"
"1584","CC BY-NC-ND 4.0","Russian Federation","21400"
"1585","CC BY-NC-ND 4.0","Rwanda","154"
"1586","CC BY-NC-ND 4.0","Saint Helena","13"
"1587","CC BY-NC-ND 4.0","Saint Kitts and Nevis","0"
"1588","CC BY-NC-ND 4.0","Saint Lucia","1"
"1589","CC BY-NC-ND 4.0","Saint Pierre and Miquelon","6"
"1590","CC BY-NC-ND 4.0","Saint Vincent and the Grenadines","2"
"1591","CC BY-NC-ND 4.0","Samoa","9"
"1592","CC BY-NC-ND 4.0","San Marino","2"
"1593","CC BY-NC-ND 4.0","Sao Tome and Principe","4"
"1594","CC BY-NC-ND 4.0","Saudi Arabia","3530"
"1595","CC BY-NC-ND 4.0","Senegal","8"
"1596","CC BY-NC-ND 4.0","Serbia and Montenegro","154000000"
"1597","CC BY-NC-ND 4.0","Seychelles","1"
"1598","CC BY-NC-ND 4.0","Sierra Leone","15"
"1599","CC BY-NC-ND 4.0","Singapore","11400"
"1600","CC BY-NC-ND 4.0","Slovakia","908"
"1601","CC BY-NC-ND 4.0","Slovenia","29600"
"1602","CC BY-NC-ND 4.0","Solomon Islands","2"
"1603","CC BY-NC-ND 4.0","Somalia","161"
"1604","CC BY-NC-ND 4.0","South Africa","16400"
"1605","CC BY-NC-ND 4.0","South Georgia and the South Sandwich Islands","0"
"1606","CC BY-NC-ND 4.0","Spain","83900"
"1607","CC BY-NC-ND 4.0","Sri Lanka","238"
"1608","CC BY-NC-ND 4.0","Sudan","16"
"1609","CC BY-NC-ND 4.0","Suriname","1"
"1610","CC BY-NC-ND 4.0","Svalbard and Jan Mayen","0"
"1611","CC BY-NC-ND 4.0","Swaziland","0"
"1612","CC BY-NC-ND 4.0","Sweden","23400"
"1613","CC BY-NC-ND 4.0","Switzerland","58200"
"1614","CC BY-NC-ND 4.0","Syrian Arab Republic","127"
"1615","CC BY-NC-ND 4.0","Taiwan, Province of China","2360"
"1616","CC BY-NC-ND 4.0","Tajikistan","5"
"1617","CC BY-NC-ND 4.0","Tanzania, United Republic of","250"
"1618","CC BY-NC-ND 4.0","Thailand","4170"
"1619","CC BY-NC-ND 4.0","Togo","4"
"1620","CC BY-NC-ND 4.0","Tokelau","0"
"1621","CC BY-NC-ND 4.0","Tonga","10"
"1622","CC BY-NC-ND 4.0","Trinidad and Tobago","37"
"1623","CC BY-NC-ND 4.0","Tunisia","103"
"1624","CC BY-NC-ND 4.0","Turkey","40600"
"1625","CC BY-NC-ND 4.0","Turkmenistan","4"
"1626","CC BY-NC-ND 4.0","Turks and Caicos Islands","0"
"1627","CC BY-NC-ND 4.0","Tuvalu","0"
"1628","CC BY-NC-ND 4.0","Uganda","1400"
"1629","CC BY-NC-ND 4.0","Ukraine","7150"
"1630","CC BY-NC-ND 4.0","United Arab Emirates","604"
"1631","CC BY-NC-ND 4.0","United Kingdom","258000"
"1632","CC BY-NC-ND 4.0","United States","130000000"
"1633","CC BY-NC-ND 4.0","United States Minor Outlying Islands","0"
"1634","CC BY-NC-ND 4.0","Uruguay","1200"
"1635","CC BY-NC-ND 4.0","Uzbekistan","93"
"1636","CC BY-NC-ND 4.0","Vanuatu","2"
"1637","CC BY-NC-ND 4.0","Venezuela","2680"
"1638","CC BY-NC-ND 4.0","Vietnam","4800"
"1639","CC BY-NC-ND 4.0","Virgin Islands, British","47"
"1640","CC BY-NC-ND 4.0","Virgin Islands, U.S.","834"
"1641","CC BY-NC-ND 4.0","Wallis and Futuna","3"
"1642","CC BY-NC-ND 4.0","Western Sahara","0"
"1643","CC BY-NC-ND 4.0","Yemen","63"
"1644","CC BY-NC-ND 4.0","Yugoslavia","0"
"1645","CC BY-NC-ND 4.0","Zambia","105"
"1646","CC BY-NC-ND 4.0","Zimbabwe","69"
"1647","CC BY-NC-SA 4.0","Afghanistan","21"
"1648","CC BY-NC-SA 4.0","Albania","45"
"1649","CC BY-NC-SA 4.0","Algeria","383"
"1650","CC BY-NC-SA 4.0","American Samoa","0"
"1651","CC BY-NC-SA 4.0","Andorra","3"
"1652","CC BY-NC-SA 4.0","Angola","9"
"1653","CC BY-NC-SA 4.0","Anguilla","0"
"1654","CC BY-NC-SA 4.0","Antarctica","0"
"1655","CC BY-NC-SA 4.0","Antigua and Barbuda","0"
"1656","CC BY-NC-SA 4.0","Argentina","34200"
"1657","CC BY-NC-SA 4.0","Armenia","44"
"1658","CC BY-NC-SA 4.0","Aruba","293"
"1659","CC BY-NC-SA 4.0","Australia","25100"
"1660","CC BY-NC-SA 4.0","Austria","3080"
"1661","CC BY-NC-SA 4.0","Azerbaijan","86"
"1662","CC BY-NC-SA 4.0","Bahamas","1"
"1663","CC BY-NC-SA 4.0","Bahrain","2"
"1664","CC BY-NC-SA 4.0","Bangladesh","111"
"1665","CC BY-NC-SA 4.0","Barbados","2"
"1666","CC BY-NC-SA 4.0","Belarus","46"
"1667","CC BY-NC-SA 4.0","Belgium","8680"
"1668","CC BY-NC-SA 4.0","Belize","1"
"1669","CC BY-NC-SA 4.0","Benin","45"
"1670","CC BY-NC-SA 4.0","Bermuda","2"
"1671","CC BY-NC-SA 4.0","Bhutan","7"
"1672","CC BY-NC-SA 4.0","Bolivia","41"
"1673","CC BY-NC-SA 4.0","Bosnia and Herzegovina","74"
"1674","CC BY-NC-SA 4.0","Botswana","27"
"1675","CC BY-NC-SA 4.0","Bouvet Island","0"
"1676","CC BY-NC-SA 4.0","Brazil","49700"
"1677","CC BY-NC-SA 4.0","British Indian Ocean Territory","0"
"1678","CC BY-NC-SA 4.0","Brunei Darussalam","6"
"1679","CC BY-NC-SA 4.0","Bulgaria","560"
"1680","CC BY-NC-SA 4.0","Burkina Faso","6"
"1681","CC BY-NC-SA 4.0","Burundi","1"
"1682","CC BY-NC-SA 4.0","Cambodia","18"
"1683","CC BY-NC-SA 4.0","Cameroon","10"
"1684","CC BY-NC-SA 4.0","Canada","21000"
"1685","CC BY-NC-SA 4.0","Cape Verde","3"
"1686","CC BY-NC-SA 4.0","Cayman Islands","1"
"1687","CC BY-NC-SA 4.0","Central African Republic","0"
"1688","CC BY-NC-SA 4.0","Chad","0"
"1689","CC BY-NC-SA 4.0","Chile","1890"
"1690","CC BY-NC-SA 4.0","China","9550"
"1691","CC BY-NC-SA 4.0","Christmas Island","1"
"1692","CC BY-NC-SA 4.0","Cocos (Keeling) Islands","0"
"1693","CC BY-NC-SA 4.0","Colombia","17500"
"1694","CC BY-NC-SA 4.0","Comoros","0"
"1695","CC BY-NC-SA 4.0","Congo","14"
"1696","CC BY-NC-SA 4.0","Congo, the Democratic Republic of the","5"
"1697","CC BY-NC-SA 4.0","Cook Islands","9"
"1698","CC BY-NC-SA 4.0","Costa Rica","3880"
"1699","CC BY-NC-SA 4.0","Cote D'ivoire","0"
"1700","CC BY-NC-SA 4.0","Croatia (Hrvatska)","2750"
"1701","CC BY-NC-SA 4.0","Cuba","2760"
"1702","CC BY-NC-SA 4.0","Cyprus","82"
"1703","CC BY-NC-SA 4.0","Czech Republic","7810"
"1704","CC BY-NC-SA 4.0","Denmark","5520"
"1705","CC BY-NC-SA 4.0","Djibouti","0"
"1706","CC BY-NC-SA 4.0","Dominica","0"
"1707","CC BY-NC-SA 4.0","Dominican Republic","41"
"1708","CC BY-NC-SA 4.0","East Timor","0"
"1709","CC BY-NC-SA 4.0","Ecuador","17400"
"1710","CC BY-NC-SA 4.0","Egypt","579"
"1711","CC BY-NC-SA 4.0","El Salvador","97"
"1712","CC BY-NC-SA 4.0","Equatorial Guinea","0"
"1713","CC BY-NC-SA 4.0","Eritrea","0"
"1714","CC BY-NC-SA 4.0","Estonia","194"
"1715","CC BY-NC-SA 4.0","Ethiopia","271"
"1716","CC BY-NC-SA 4.0","European Union","0"
"1717","CC BY-NC-SA 4.0","Falkland Islands (Malvinas)","0"
"1718","CC BY-NC-SA 4.0","Faroe Islands","29"
"1719","CC BY-NC-SA 4.0","Fiji","33"
"1720","CC BY-NC-SA 4.0","Finland","9610"
"1721","CC BY-NC-SA 4.0","France","77600"
"1722","CC BY-NC-SA 4.0","France, Metropolitan","0"
"1723","CC BY-NC-SA 4.0","French Guiana","0"
"1724","CC BY-NC-SA 4.0","French Polynesia","2"
"1725","CC BY-NC-SA 4.0","French Southern Territories","0"
"1726","CC BY-NC-SA 4.0","Gabon","0"
"1727","CC BY-NC-SA 4.0","Gambia","1"
"1728","CC BY-NC-SA 4.0","Georgia","56"
"1729","CC BY-NC-SA 4.0","Germany","110000"
"1730","CC BY-NC-SA 4.0","Ghana","579"
"1731","CC BY-NC-SA 4.0","Gibraltar","3"
"1732","CC BY-NC-SA 4.0","Greece","3630"
"1733","CC BY-NC-SA 4.0","Greenland","8"
"1734","CC BY-NC-SA 4.0","Grenada","2"
"1735","CC BY-NC-SA 4.0","Guadeloupe","0"
"1736","CC BY-NC-SA 4.0","Guam","0"
"1737","CC BY-NC-SA 4.0","Guatemala","99"
"1738","CC BY-NC-SA 4.0","Guinea","0"
"1739","CC BY-NC-SA 4.0","Guinea-Bissau","0"
"1740","CC BY-NC-SA 4.0","Guyana","0"
"1741","CC BY-NC-SA 4.0","Haiti","28"
"1742","CC BY-NC-SA 4.0","Heard Island and Mcdonald Islands","0"
"1743","CC BY-NC-SA 4.0","Holy See (Vatican City State)","1"
"1744","CC BY-NC-SA 4.0","Honduras","27"
"1745","CC BY-NC-SA 4.0","Hong Kong","3370"
"1746","CC BY-NC-SA 4.0","Hungary","3040"
"1747","CC BY-NC-SA 4.0","Iceland","280"
"1748","CC BY-NC-SA 4.0","India","11300"
"1749","CC BY-NC-SA 4.0","Indonesia","19200"
"1750","CC BY-NC-SA 4.0","Iran, Islamic Republic of","8520"
"1751","CC BY-NC-SA 4.0","Iraq","1600"
"1752","CC BY-NC-SA 4.0","Ireland","16600"
"1753","CC BY-NC-SA 4.0","Israel","120"
"1754","CC BY-NC-SA 4.0","Italy","25600"
"1755","CC BY-NC-SA 4.0","Jamaica","5"
"1756","CC BY-NC-SA 4.0","Japan","20200"
"1757","CC BY-NC-SA 4.0","Jordan","98"
"1758","CC BY-NC-SA 4.0","Kazakhstan","161"
"1759","CC BY-NC-SA 4.0","Kenya","1060"
"1760","CC BY-NC-SA 4.0","Kiribati","0"
"1761","CC BY-NC-SA 4.0","Korea, Democratic People's Republic of","0"
"1762","CC BY-NC-SA 4.0","Korea, Republic of","38200"
"1763","CC BY-NC-SA 4.0","Kuwait","5"
"1764","CC BY-NC-SA 4.0","Kyrgyzstan","14"
"1765","CC BY-NC-SA 4.0","Lao People's Democratic Republic","0"
"1766","CC BY-NC-SA 4.0","Latvia","75"
"1767","CC BY-NC-SA 4.0","Lebanon","278"
"1768","CC BY-NC-SA 4.0","Lesotho","8"
"1769","CC BY-NC-SA 4.0","Liberia","0"
"1770","CC BY-NC-SA 4.0","Libyan Arab Jamahiriya","178"
"1771","CC BY-NC-SA 4.0","Liechtenstein","7"
"1772","CC BY-NC-SA 4.0","Lithuania","1530"
"1773","CC BY-NC-SA 4.0","Luxembourg","612"
"1774","CC BY-NC-SA 4.0","Macao","6"
"1775","CC BY-NC-SA 4.0","Macedonia, the Former Yugosalv Republic of","204"
"1776","CC BY-NC-SA 4.0","Madagascar","6"
"1777","CC BY-NC-SA 4.0","Malawi","33"
"1778","CC BY-NC-SA 4.0","Malaysia","2230"
"1779","CC BY-NC-SA 4.0","Maldives","5"
"1780","CC BY-NC-SA 4.0","Mali","1"
"1781","CC BY-NC-SA 4.0","Malta","153"
"1782","CC BY-NC-SA 4.0","Marshall Islands","0"
"1783","CC BY-NC-SA 4.0","Martinique","0"
"1784","CC BY-NC-SA 4.0","Mauritania","3"
"1785","CC BY-NC-SA 4.0","Mauritius","5"
"1786","CC BY-NC-SA 4.0","Mayotte","0"
"1787","CC BY-NC-SA 4.0","Mexico","9530"
"1788","CC BY-NC-SA 4.0","Micronesia, Federated States of","0"
"1789","CC BY-NC-SA 4.0","Moldova, Republic of","105"
"1790","CC BY-NC-SA 4.0","Monaco","1"
"1791","CC BY-NC-SA 4.0","Mongolia","12"
"1792","CC BY-NC-SA 4.0","Montserrat","0"
"1793","CC BY-NC-SA 4.0","Morocco","107"
"1794","CC BY-NC-SA 4.0","Mozambique","9"
"1795","CC BY-NC-SA 4.0","Myanmar","9"
"1796","CC BY-NC-SA 4.0","Namibia","23"
"1797","CC BY-NC-SA 4.0","Nauru","0"
"1798","CC BY-NC-SA 4.0","Nepal","138"
"1799","CC BY-NC-SA 4.0","Netherlands","19500"
"1800","CC BY-NC-SA 4.0","Netherlands Antilles","0"
"1801","CC BY-NC-SA 4.0","New Caledonia","16"
"1802","CC BY-NC-SA 4.0","New Zealand","2050"
"1803","CC BY-NC-SA 4.0","Nicaragua","7500"
"1804","CC BY-NC-SA 4.0","Niger","1"
"1805","CC BY-NC-SA 4.0","Nigeria","2500"
"1806","CC BY-NC-SA 4.0","Niue","0"
"1807","CC BY-NC-SA 4.0","Norfolk Island","2"
"1808","CC BY-NC-SA 4.0","Northern Mariana Islands","0"
"1809","CC BY-NC-SA 4.0","Norway","1280"
"1810","CC BY-NC-SA 4.0","Oman","51"
"1811","CC BY-NC-SA 4.0","Pakistan","949"
"1812","CC BY-NC-SA 4.0","Palau","0"
"1813","CC BY-NC-SA 4.0","Palestinian Territory","32"
"1814","CC BY-NC-SA 4.0","Panama","1430"
"1815","CC BY-NC-SA 4.0","Papua New Guinea","5"
"1816","CC BY-NC-SA 4.0","Paraguay","36"
"1817","CC BY-NC-SA 4.0","Peru","11900"
"1818","CC BY-NC-SA 4.0","Philippines","1380"
"1819","CC BY-NC-SA 4.0","Pitcairn","0"
"1820","CC BY-NC-SA 4.0","Poland","38500"
"1821","CC BY-NC-SA 4.0","Portugal","4770"
"1822","CC BY-NC-SA 4.0","Puerto Rico","30"
"1823","CC BY-NC-SA 4.0","Qatar","548"
"1824","CC BY-NC-SA 4.0","Reunion","7"
"1825","CC BY-NC-SA 4.0","Romania","1800"
"1826","CC BY-NC-SA 4.0","Russian Federation","6990"
"1827","CC BY-NC-SA 4.0","Rwanda","60"
"1828","CC BY-NC-SA 4.0","Saint Helena","6"
"1829","CC BY-NC-SA 4.0","Saint Kitts and Nevis","0"
"1830","CC BY-NC-SA 4.0","Saint Lucia","0"
"1831","CC BY-NC-SA 4.0","Saint Pierre and Miquelon","3"
"1832","CC BY-NC-SA 4.0","Saint Vincent and the Grenadines","2"
"1833","CC BY-NC-SA 4.0","Samoa","7"
"1834","CC BY-NC-SA 4.0","San Marino","1"
"1835","CC BY-NC-SA 4.0","Sao Tome and Principe","2"
"1836","CC BY-NC-SA 4.0","Saudi Arabia","2850"
"1837","CC BY-NC-SA 4.0","Senegal","6"
"1838","CC BY-NC-SA 4.0","Serbia and Montenegro","60200000"
"1839","CC BY-NC-SA 4.0","Seychelles","1"
"1840","CC BY-NC-SA 4.0","Sierra Leone","7"
"1841","CC BY-NC-SA 4.0","Singapore","4060"
"1842","CC BY-NC-SA 4.0","Slovakia","432"
"1843","CC BY-NC-SA 4.0","Slovenia","2460"
"1844","CC BY-NC-SA 4.0","Solomon Islands","1"
"1845","CC BY-NC-SA 4.0","Somalia","51"
"1846","CC BY-NC-SA 4.0","South Africa","9650"
"1847","CC BY-NC-SA 4.0","South Georgia and the South Sandwich Islands","0"
"1848","CC BY-NC-SA 4.0","Spain","35600"
"1849","CC BY-NC-SA 4.0","Sri Lanka","93"
"1850","CC BY-NC-SA 4.0","Sudan","6"
"1851","CC BY-NC-SA 4.0","Suriname","1"
"1852","CC BY-NC-SA 4.0","Svalbard and Jan Mayen","0"
"1853","CC BY-NC-SA 4.0","Swaziland","0"
"1854","CC BY-NC-SA 4.0","Sweden","7790"
"1855","CC BY-NC-SA 4.0","Switzerland","23900"
"1856","CC BY-NC-SA 4.0","Syrian Arab Republic","86"
"1857","CC BY-NC-SA 4.0","Taiwan, Province of China","725"
"1858","CC BY-NC-SA 4.0","Tajikistan","5"
"1859","CC BY-NC-SA 4.0","Tanzania, United Republic of","114"
"1860","CC BY-NC-SA 4.0","Thailand","816"
"1861","CC BY-NC-SA 4.0","Togo","0"
"1862","CC BY-NC-SA 4.0","Tokelau","0"
"1863","CC BY-NC-SA 4.0","Tonga","4"
"1864","CC BY-NC-SA 4.0","Trinidad and Tobago","5"
"1865","CC BY-NC-SA 4.0","Tunisia","32"
"1866","CC BY-NC-SA 4.0","Turkey","9270"
"1867","CC BY-NC-SA 4.0","Turkmenistan","4"
"1868","CC BY-NC-SA 4.0","Turks and Caicos Islands","0"
"1869","CC BY-NC-SA 4.0","Tuvalu","0"
"1870","CC BY-NC-SA 4.0","Uganda","484"
"1871","CC BY-NC-SA 4.0","Ukraine","3420"
"1872","CC BY-NC-SA 4.0","United Arab Emirates","117"
"1873","CC BY-NC-SA 4.0","United Kingdom","103000"
"1874","CC BY-NC-SA 4.0","United States","35000000"
"1875","CC BY-NC-SA 4.0","United States Minor Outlying Islands","0"
"1876","CC BY-NC-SA 4.0","Uruguay","773"
"1877","CC BY-NC-SA 4.0","Uzbekistan","27"
"1878","CC BY-NC-SA 4.0","Vanuatu","0"
"1879","CC BY-NC-SA 4.0","Venezuela","2560"
"1880","CC BY-NC-SA 4.0","Vietnam","1360"
"1881","CC BY-NC-SA 4.0","Virgin Islands, British","9"
"1882","CC BY-NC-SA 4.0","Virgin Islands, U.S.","802"
"1883","CC BY-NC-SA 4.0","Wallis and Futuna","3"
"1884","CC BY-NC-SA 4.0","Western Sahara","0"
"1885","CC BY-NC-SA 4.0","Yemen","10"
"1886","CC BY-NC-SA 4.0","Yugoslavia","0"
"1887","CC BY-NC-SA 4.0","Zambia","23"
"1888","CC BY-NC-SA 4.0","Zimbabwe","30"
"1889","CC BY-ND 4.0","Afghanistan","401"
"1890","CC BY-ND 4.0","Albania","416"
"1891","CC BY-ND 4.0","Algeria","3210"
"1892","CC BY-ND 4.0","American Samoa","4"
"1893","CC BY-ND 4.0","Andorra","3"
"1894","CC BY-ND 4.0","Angola","198"
"1895","CC BY-ND 4.0","Anguilla","0"
"1896","CC BY-ND 4.0","Antarctica","5"
"1897","CC BY-ND 4.0","Antigua and Barbuda","7"
"1898","CC BY-ND 4.0","Argentina","47400"
"1899","CC BY-ND 4.0","Armenia","9210"
"1900","CC BY-ND 4.0","Aruba","21200"
"1901","CC BY-ND 4.0","Australia","207000"
"1902","CC BY-ND 4.0","Austria","33900"
"1903","CC BY-ND 4.0","Azerbaijan","1190"
"1904","CC BY-ND 4.0","Bahamas","5"
"1905","CC BY-ND 4.0","Bahrain","120"
"1906","CC BY-ND 4.0","Bangladesh","2570"
"1907","CC BY-ND 4.0","Barbados","6"
"1908","CC BY-ND 4.0","Belarus","493"
"1909","CC BY-ND 4.0","Belgium","88000"
"1910","CC BY-ND 4.0","Belize","4"
"1911","CC BY-ND 4.0","Benin","367"
"1912","CC BY-ND 4.0","Bermuda","3"
"1913","CC BY-ND 4.0","Bhutan","721"
"1914","CC BY-ND 4.0","Bolivia","1270"
"1915","CC BY-ND 4.0","Bosnia and Herzegovina","2160"
"1916","CC BY-ND 4.0","Botswana","128"
"1917","CC BY-ND 4.0","Bouvet Island","0"
"1918","CC BY-ND 4.0","Brazil","483000"
"1919","CC BY-ND 4.0","British Indian Ocean Territory","0"
"1920","CC BY-ND 4.0","Brunei Darussalam","307"
"1921","CC BY-ND 4.0","Bulgaria","17100"
"1922","CC BY-ND 4.0","Burkina Faso","77"
"1923","CC BY-ND 4.0","Burundi","8"
"1924","CC BY-ND 4.0","Cambodia","482"
"1925","CC BY-ND 4.0","Cameroon","168"
"1926","CC BY-ND 4.0","Canada","322000"
"1927","CC BY-ND 4.0","Cape Verde","7"
"1928","CC BY-ND 4.0","Cayman Islands","5"
"1929","CC BY-ND 4.0","Central African Republic","0"
"1930","CC BY-ND 4.0","Chad","43"
"1931","CC BY-ND 4.0","Chile","13900"
"1932","CC BY-ND 4.0","China","72300"
"1933","CC BY-ND 4.0","Christmas Island","5"
"1934","CC BY-ND 4.0","Cocos (Keeling) Islands","0"
"1935","CC BY-ND 4.0","Colombia","46100"
"1936","CC BY-ND 4.0","Comoros","0"
"1937","CC BY-ND 4.0","Congo","47"
"1938","CC BY-ND 4.0","Congo, the Democratic Republic of the","57"
"1939","CC BY-ND 4.0","Cook Islands","53"
"1940","CC BY-ND 4.0","Costa Rica","26200"
"1941","CC BY-ND 4.0","Cote D'ivoire","8"
"1942","CC BY-ND 4.0","Croatia (Hrvatska)","21200"
"1943","CC BY-ND 4.0","Cuba","12400"
"1944","CC BY-ND 4.0","Cyprus","8310"
"1945","CC BY-ND 4.0","Czech Republic","27300"
"1946","CC BY-ND 4.0","Denmark","42100"
"1947","CC BY-ND 4.0","Djibouti","6"
"1948","CC BY-ND 4.0","Dominica","0"
"1949","CC BY-ND 4.0","Dominican Republic","343"
"1950","CC BY-ND 4.0","East Timor","0"
"1951","CC BY-ND 4.0","Ecuador","39000"
"1952","CC BY-ND 4.0","Egypt","5980"
"1953","CC BY-ND 4.0","El Salvador","533"
"1954","CC BY-ND 4.0","Equatorial Guinea","0"
"1955","CC BY-ND 4.0","Eritrea","1"
"1956","CC BY-ND 4.0","Estonia","2090"
"1957","CC BY-ND 4.0","Ethiopia","2110"
"1958","CC BY-ND 4.0","European Union","0"
"1959","CC BY-ND 4.0","Falkland Islands (Malvinas)","6"
"1960","CC BY-ND 4.0","Faroe Islands","189"
"1961","CC BY-ND 4.0","Fiji","175"
"1962","CC BY-ND 4.0","Finland","91200"
